tweet,sentiment
jd http inc stock message boardhttpdlvritclvrn4jd      ,Neutral
  watch redgreen,Neutral
                          ,Neutral
video learn how we pickedup big  the past 3 weeks     ,Neutral
 extended on weekly and daily but they are still buying,Neutral
apple stock price 12802  ,Neutral
in the mean time   new ath,Neutral
 explored buying time warner techflash 7 things read more http ,Neutral
apple incs 2 fastestgrowing segments http ,Neutral
new premium post what the monthly charts are suggesting http           ,Neutral
it has been a long six months,Neutral
french   buffett puts  into  cooks india trip  more  reveals,Neutral
old tech is back old tech is back http ,Neutral
of ma and malware inside chinas iphone jailbreaking industrial complex http     good wknd read,Neutral
 i think its not too late to ride the tide i am getting in with my little swing trading account,Neutral
user  is going sub 178,Neutral
 opinions updated sunday may 10 2015 110630 am     http,Neutral
 updated attorney letter and updated a bunch of filings overnight 11m float 2 acquisitions and ceo sold his last company to paul allen of  http,Neutral
tech today chips sink apple shifts iphone plans amazon’s in prime time  barrons tech trader daily       ,Neutral
tesla  stock rating reaffirmed by canaccord genuity  http,Neutral
   patches remote code execution flaws in windows ie edge office read more http,Neutral
 ,Neutral
 look for  break and run early tomorrowgreen 10 of last 16 sessionsnow running into the gap1st gap fill at  upsidethink  version 20mrsn                 ,Neutral
whats new in ios 114 beta 1 handson with new features and changes video http ,Neutral
so did the fbi find anything on that san bernardino shooters iphone http  ,Neutral
  someones getting out  ,Neutral
fang only 1 canine of 4     red,Neutral
market direction and updates  http       do your homework for monday ,Neutral
cpcs down 13 percent year over year ,Neutral
‘pokémon go gets a psychic spectacular event until october 14th and heres what it includespokémon go gets a psychic spectacular event until october 14th and heres what it includes http ,Neutral
nem newmont mining corp stock forumhttpdlvritcdznbdnem      ,Neutral
 a look at the 15inch 2016 touch bar macbook pro gallery read more http ,Neutral
 just made android app updates way smaller  again read more http ,Neutral
microsoft replacing ie with chromelike browser report says http    ,Neutral
 gives up on google as a facebook rival read more http ,Neutral
new pixel phones  more made by  live video oct4 noonedt http      ,Neutral
 to open world trade center retail location on august 16 read more http ,Neutral
 needs to trade above 118 or below 116 for a continuation either way,Neutral
whats new on  prime video in july 2016 read more http ,Neutral
 appears at least to me to be smoke and mirrors,Neutral
what is it ahead for us tech giants check what analysts have to say    http,Neutral
 buying from other day 116 shareholders splitting a 99709 float once this runs  investors will chase to uplist on nasdaq                           ,Neutral
if youre wondering why youre seeing  on  and wondering why eg  this article explains why http ,Neutral
goog long  http,Neutral
apple inc  8k now available,Neutral
amzn bristol myers squibb co company inforead more  http   ,Neutral
we have a massive new penny stock pick coming out soon see it early http   ,Neutral
and note the current price of each for future reference  ,Neutral
 maturity 02102017 vol putcallratio of 047 puts1199 calls2555  http,Neutral
report    fiber accounts for only 5100ths of 1 of us paytv market read more http,Neutral
 ,Neutral
imagine reading up    concurrently on the same platform http,Neutral
raytheon 3rdquarter earnings review http http     ,Neutral
google responds to claims it breached eu antitrust rules video http     ,Neutral
 http stock snapshot of apple inc aapl  044 08242017,Neutral
and another one user how many customers are  doing this to for q3,Neutral
aapl apple inc dividendhttpdlvritb7vhykaapl      ,Neutral
needham  company raises apple target to  ,Neutral
what is it ahead for us tech giants check what analysts have to say    http,Neutral
update ,Neutral
4star analyst jim suva from citigroup reiterated a buy on  jim has a 75 avg rtrn http   ,Neutral
user what’s up with  today,Neutral
how apple stock does before new iphones are introduced ,Neutral
last year  big rally on the 5 dec of last year repeater  prob not but we’ll see 1yrday,Neutral
  owns user user announce partnership with  user  user in  space  ,Neutral
late start was not able to finish notes trade your plan not mine           ,Neutral
beginning of the stock market selloff http           ,Neutral
    stocks making the biggest move premarket dwdp axp bbby lulu tsla  more http,Neutral
taylorswift13 decides to make 1989 available on user music    http,Neutral
big 5 tech cos up to  after  earnings beat,Neutral
97inch ipad and productred iphone 7 now available to order     http,Neutral
youtube and netflix are altering the media landscape http    ,Neutral
 manufacturing as many xbox one x units as possible response was overwhelming read more http ,Neutral
early movers            more http,Neutral
so i guess the down stream strategy is going to payoff ,Neutral
  technical analysis by henry j costanzo user httpsiliconinvestorcomreadmsgaspxmsgid30872732…,Neutral
  3 reasons i own apple inc stock http,Neutral
 iphone facepalm emoji arrives just in time for us election read more http ,Neutral
sonos speakers are coming to  retail stores online read more http ,Neutral
            20150413 120006023,Neutral
 iphone 8s unique two pieced lshaped motherboard leaks in entirety a11 nand posi read more http ,Neutral
 http pot cont downtrend intraweek 60m15m4m combo chart  ,Neutral
you heard it here first ,Neutral
 first set of webmaster hangouts using youtube live read more http ,Neutral
apple volatility technicals  daily levels and seasonalities   http,Neutral
goog alphabet inc  class c 52wk highhttpdlvritd6t2jrgoog      ,Neutral
 scales back driverless ambitions to develop only software read more http ,Neutral
dow  trend                      http,Neutral
   50 ags announced a sweeping antitrust probe monday into googles business practices and whether the search giant acted in a monopolistic waywhat are your thoughts on the stockare you ish or ish,Neutral
 begin   http http          ,Neutral
 apple inc nasdaqaapl bought theses 9 startups in 2016 http …,Neutral
  tim cook takes the stage monday night at wsjdlive will he mention china http,Neutral
we could see  assistant and the nexus launcher with the android nougat mr1 release read more http ,Neutral
aapl apple inc bidhttpdlvritcltfqqaapl      ,Neutral
today im kicking myself for not investing in cryptocurrency  10 years agowhat will i kick myself for not investing in 10 years from now http       ,Neutral
take your  to the next level with  http        user user,Neutral
apple updates its workflow app for ios to version 178 http  ,Neutral
what tech stack would you use to build an opensource google keep clone        user ,Neutral
via jimcramer  is extraordinary  what a horse what a breakout for  ,Neutral
68 million smartwatches sold last year apple projected to sell 42 million in 2015 iphone life  http,Neutral
video see the apple watch unboxed  http,Neutral
 200 ask now  take a look at it 600 coming this year              ,Neutral
talk  with us here http,Neutral
   seeds tvos 92 beta 5 to developers read more http,Neutral
 wall street just doesnt get this stock,Neutral
 68share today user,Neutral
 reverse higher here,Neutral
 launches dash buttons in germany austria and the uk read more http ,Neutral
e3 2017 questions we have for nintendo  sony at gaming expo read more http ,Neutral
 alphabet cl c option order flow sentiment is 559 bullish http,Neutral
notable apps and updates july 30aug 4 http ,Neutral
 may just the beginning in the payment  ecommerce markets for  ,Neutral
 back to 21650,Neutral
 podcast recaps apples let us loop you in event live from cupertino read more http ,Neutral
http  review wanna see how this guy made  from these trade alerts    ,Neutral
 since last er stock dropped 15 reporting earnings on 126 after close confirmed http,Neutral
10 years http  ,Neutral
 is down 13 ytd foresight investor called the correction back in october of 2014 http ,Neutral
this market has to gap up eventually right      ,Neutral
 http uk industrial output not much changed for obvious reasons http,Neutral
construct a bull put spread with probability http   ,Neutral
http                   ,Neutral
 bids to sell alcohol from its fife warehouse read more http ,Neutral
average sentiment twitter 6h   02730   04935   02434   1001   0509,Neutral
  20180109659 liquidresistant coating on an electronic device    http,Neutral
so  has run from   look out ,Neutral
apple has sold over 1 billion iphones and ipads ,Neutral
im buying more    for the same reason i have bought  before http ,Neutral
goog google inc  class c dividendclick here  http       ,Neutral
       http,Neutral
forbes pumping up the lossmonster ,Neutral
   got sued over 3d touch and force touch  read more http,Neutral
 nobody selling  buyers onboard,Neutral
251 profitpacked option trades yearlydelivered to your inbox dailyfree http      ,Neutral
 bezelfree iphone 8  what to expect read more http ,Neutral
apple deal forces comcast charter to sell thousands of devices  cnbc http   ,Neutral
tickers trending on twtr in last 1 hour      http,Neutral
googl google inc  class a dividendhttpdlvritbj1ptqgoogl      ,Neutral
apple   impulse wave with correctionlong or short it on wcx http,Neutral
having 10 different news tabs open for    we give you 1 http,Neutral
user is  reporting today my site says feb 1st,Neutral
nasdaq elects joseph mecane to the board of directors of its us exchanges http   ,Neutral
   friday morning reads  update from option millionaires  stock options chatroom googles earnin http,Neutral
 announces a bug bounty program read more http ,Neutral
my stock watchlist for the week of 862018                       more http,Neutral
 hires its first director of ai ruslan salakhutdinov  read more http ,Neutral
price history for     interactive chart at http,Neutral
   scathing new report says ‘if you do one thing today – delete whatsapp’ http  sent using the utb app,Neutral
the closing bell is out http               ,Neutral
 i bought the dip 121,Neutral
this video explains how wall street gets you heated up and then takes your money  http      ,Neutral
 updates snapseed photo editing app with curves tool read more http ,Neutral
 picked up some 20250 puts for fri expiry,Neutral
scott malatestas watch list for today            user,Neutral
user user user user my last price target analysis for     are on http,Neutral
volvo to sell electric car by 2019    user  http,Neutral
 we had a version of  20 years ago http  ,Neutral
110117 elliott wave updates for fang      ,Neutral
 just made replacing your cracked iphone screen more affordable      cnet read more http ,Neutral
 debuts sprinkles camera app with ai software  read more http ,Neutral
our bottom feeders coming to life     1min,Neutral
 alexas new home your pc      cnet read more http ,Neutral
unusual options activity 42319   calls        puts      ,Neutral
  fitbit files to go public,Neutral
googl alphabet inc last pricehttpdlvritdh7106googl      ,Neutral
setups for monday other stocks to watch             here http,Neutral
 back to 375 today buyer at open,Neutral
as of the 2q closefang      comprise 2728 of the  100 5 stocks of 100 are more than 14 of the index ,Neutral
 selfdriving cars come equipped with new sensors read more http ,Neutral
 took out some sellers today,Neutral
elon is juggling a lot of balls ,Neutral
 adwords testing click to text business option in mobile ads read more http ,Neutral
 12020 and climbing 25 cents away from alltime highbuybuybuy ,Neutral
short sale volume not short interest for  on 20181116 is 44 http  31  31  52  17,Neutral
what kind of smartphone upgrades do chinese consumers look for  http,Neutral
morning price volume leaders       see the full list at http http,Neutral
 has driven 3 million miles on public roads and another billion in simulation http,Neutral
seekingalpha articles average sentimentamd    ,Neutral
im loaded up on robinhood if  falls im buying a ton,Neutral
 trading signals 5656 average sentiment 0001071t0 buyt1 sellt2 buyt3 buyt4 buy,Neutral
sony corp snes xperia z4 tablet comes with microsoft corporation msft   http,Neutral
how does the  model s fare in a race against germanys crop of premium sedans watch this http      user,Neutral
 got an unusual pop  wonder who sold at   http http  ,Neutral
talk  with us here http,Neutral
 slipping  again so lets see if user user  user  bring on someone to try  push it up 10001 odds waiting,Neutral
 is finally bringing http into the 21st century read more http ,Neutral
apple illegally fixed prices of iphones in  investigation finds http ,Neutral
 stock message board updated friday june 26 2015 010704 am     http,Neutral
 is in need of a tweet from musk to pump it user,Neutral
 aws unveils restart scheme to train thouands with it skills read more http ,Neutral
group calls on white house to end fbi efforts to compel    in phone unlocking case read more http,Neutral
my phone eavesdrops on me and yours can too http      ,Neutral
short sale vol not short interest for  on 20180525 is 37 http  36  58  35  58,Neutral
   iphone se case renders reiterate multitude of probable 5s design similarities read more http,Neutral
apple files for patent for ‘realtime audio effects control http  ,Neutral
i just remembered i already used my ira to buy  puts because user  said it was going to  gonna have to use my  heloc for the  calls,Neutral
google is reinventing mobile search http     ,Neutral
time for  watch rimshot rt user cook says apple watch will begin shipping in april,Neutral
let us remember that so far there are two auto cos that actually made money from this whole  sagatoyota  user   ,Neutral
 this will be up  tomorrow,Neutral
 thats 3x now since feb 2nd at 1641822 and rejectedlame how they suppress that on the spy move,Neutral
 last price updated thursday october 15 2015 25922 pm     http,Neutral
 holding in a like a champ after the move from    may consolidate for a few weeks but i suspect it tests all time highs soon,Neutral
tsla tyson foods inc cl a ideashttpdlvritb1hpchtsla      ,Neutral
 but     etc  market cap is approaching some of the big car companies when they ship 10ks of units per year,Neutral
 up over  in after hours     all up over 1 in after hours after the  earnings,Neutral
apple is having au optronics build 4inch iphone screens http  ,Neutral
just give me all your money and i will privately put it all into  for 2 a  year,Neutral
track curated news and tweets for multiple tickers  us tech giants http    ,Neutral
whoa nelly so we are supposed to believe after this exchange volkswagen was going to make a big investment in   nein nein nein herr musk user user user user,Neutral
apple aapl q3 2017 results  earnings call transcript ,Neutral
  are we now at the stage where retail mutual funds and institutions have to get it off the sheet before next reporting and not fussy about the price  just get it off the sheet,Neutral
what do you think about http      http,Neutral
  10036272 providing power to a data center    http,Neutral
a foundation run by user has given  million to a  nonprofit does your company give money to     ,Neutral
goog google inc  class a exdiv datehttpdlvritb9nnjjgoog      ,Neutral
model 3s get em while theyre hottsla  cc user,Neutral
 explains why their batteries are exploding in an email to us,Neutral
simple indicator adjustment  big  trades            http,Neutral
live shot of  general counsel dane butswinkas reading a printout of musk’s tweets,Neutral
 11236 proving to be resilient breaking above as i type this  now,Neutral
first reported on 11172017║tesla unveils its allelectric semi truck with 500 mile range  http ,Neutral
 red to green,Neutral
conversational  azure read more http ,Neutral
twitter user trend rebound sparks buy rating http  via user       ,Neutral
 sim is now available in more than 140 countries in partnership with gigsky read more http ,Neutral
 singlehandedly getting the market to go green here buy the dip works every day,Neutral
  amd ceo discussing work with google on aaa game streaming  amd amd president and ceo dr lisa su continues presenting during a keynote at ces 2019,Neutral
tsla tesla motors inc day highclick here  http       ,Neutral
rt  algos triggered sell in sigmax crossfinder ats lx  0933 pt 10750           ,Neutral
watch idea  gappers                 r,Neutral
askabove ask call sweeps 500 contracts or more ao1232pmest               ,Neutral
 to unveil beats products at september 7 event read more http ,Neutral
 now hodnice,Neutral
 user why didnt you buy amazonwarrenbuffett stupiditycnbc,Neutral
 usd 560 198closed mar 14 732 am edt · disclaimerpremarket 29097 201,Neutral
 everybody has an opinion expecting a beat so is the market think we go go up modest to ,Neutral
 stock forum updated monday june 29 2015 064125 am     http,Neutral
absolutely you can invest in private startups via republic but we’re after the next   and  which you could have picked up in the public markets cheap if you got to them early,Neutral
 secret cache of  data includes names and full details of millions ,Neutral
alphabet turns out the lights on google compare http    ,Neutral
boyz piling into  reminds me  ,Neutral
apple  fibonacci technicals levels  intraday  update     http,Neutral
 tesla says new technology can recharge a car in 15 minutes,Neutral
 one of our key starbreakouts setups check watchlist here http,Neutral
did the sec give funds what they needed to get out before quarterend because user user wouldn’t disclose it themselves ,Neutral
 ios 10 preview a closer look at the new features in messages read more http ,Neutral
tsla is not going to bau2026  http,Neutral
interactive chart   http     earnings are deteriorating,Neutral
probably less ambivalence than probability of whether theyre likely to be syndicate members in a future  secondary,Neutral
user evidence of  car is scant while  is selling real cars every day disclosure  driver and long been stocks,Neutral
cowens proprietary monthly survey data tracks  apparel purchaser gth looks at crossover comparison of     customers 2,Neutral
musk third of model s orders are now s70d my data shows closer to 50tsla,Neutral
 going craycray              ,Neutral
market meltdown history tells us what to expect http http     ,Neutral
 revamps results for 400 medical conditions   http,Neutral
this is the second time  has made public comments about being open to a  partnership http ,Neutral
apple  fibonacci technicals levels  intraday  preopening   http,Neutral
weve time for one more question  ,Neutral
is reality catching up with tesla motors inc and its bulls  http   ,Neutral
anyone willing to buy   ,Neutral
commented on tesla a simple reason why the model 3 is late http ,Neutral
finro jan15 publications available at http include      ,Neutral
 candlesticks  most recent stock chart and technical analysis       http,Neutral
samsung tesla solar firms pursue battery microgrids http  via user     ,Neutral
 12480 on my radar  105s  204,Neutral
check out my episode episode 13  an apple a day keeps investors away from fintimes on user http    ,Neutral
fang today vs cimq in the 1990sbrilliant comparison by user http   ,Neutral
stay ahead with nasdaq 100 news views  analysis    http,Neutral
investment analysts’ updated eps estimates for august 14th  agu amat amda amtd baba blcm brks cbi c… http,Neutral
microsoft corporation  is yhb investment advisors inc’s 6th largest position http,Neutral
check this       http,Neutral
i beat 83 of people trading  ranking  i should do this for real the trading game,Neutral
aapl apple inc charthttpdlvritbhf3cmaapl       abbvie inc current price…,Neutral
lunch time trading pattern  in stocks an  learn how to trade      ,Neutral
 industry surprised by doj appeal in data warrant case read more http ,Neutral
  canaccord raises apple price target ahead of iphone event,Neutral
 on a mission,Neutral
 chart http via http ,Neutral
 partners                      ,Neutral
  20190020801 apparatus and method for automatically activating a camera application based on detecting an intent to capture a photograph or a video    http,Neutral
  easymoneylucy  buzz is going up put  on,Neutral
 inc position raised by cornerstone advisors inc read more http ,Neutral
after the market closes today earnings come outgoogl          more,Neutral
 acquires health data startup gliimpse according to fast company the terms  via user http ,Neutral
 onthehalftimecallingfortimapplesheadbooyacbsttwotsla,Neutral
global  plunge as trumpflation rally returns  jumps        http,Neutral
  the cult of iphonia laid bare by the daily mirror http  sent using the utb app,Neutral
 stock forum updated monday february 9 2015 30713 pm     http,Neutral
apple debunking the recent cowen survey http ,Neutral
saving the planet apparently requires a few fwordstslaqueue is rather unpleasanttesla  ,Neutral
blackhill capital inc has  position in alphabet inc  http,Neutral
   are all up  1 atm,Neutral
 pushes through 200day moving average http bullish  ,Neutral
 macbook pro 2016 gpu problems read more http ,Neutral
new post is  a sell http,Neutral
 planning 58 inch oled iphone 20172018,Neutral
2nd downgrade in as many days for  paccrest this time,Neutral
look into http     ,Neutral
secret sites so classified they are pixelated by google earth   http http,Neutral
 up 2 bucks from nfl live streaming announcement,Neutral
goog google inc  class c bid sizehttpdlvrit9zmstcgoog      ,Neutral
on february 12 2018   was published describing how  had changed  their business model   returns over 400 using call options   just published another on report  http       ,Neutral
 keeping it real with kenny glick market wild man http        ,Neutral
toptickertweets        http 201601211600,Neutral
   new cloud engine has a zombie apocalypse clause read more http,Neutral
nem newmont mining corp message board postshttpdlvritbjtck8nem      ,Neutral
user is exploring external airbags for its selfdriving vehicle http ,Neutral
the symbolism of john delorean having patented the hyperloop is almost too muchht user ,Neutral
an apple car isnt likely an apple dashboard is  realcleartechnology http  ,Neutral
 shamlam doobily,Neutral
user  apple store 15 reps all busy   own it don’t trade it,Neutral
    on and on and on all while   doesnt move down ,Neutral
the mini tesla model s features a real stereo battery charger “frunk” front trunk and a choice of 4 colors http,Neutral
a look at wednesday’s market events a look at wednesday’s market events     wednesda http,Neutral
although  physical foot print in cities is lacking compared to   and one doesnt have drones,Neutral
 60 min inverted head and shoulders,Neutral
nearterm looking at  jan  callspread hedged by october 27 2017  puts    full analysis at bc live today,Neutral
lots of livetweeting of   agm 146 posts in a minute or so,Neutral
 maybe something for a trade,Neutral
 is working on a device that can read human emotions via user,Neutral
is he telling anyone what the  print will be for tonight,Neutral
 68 soon,Neutral
time to buy ,Neutral
 who http via user,Neutral
the deep learning revolution and its implications for computer architecture and chip design isscc 2020 talk via user   http,Neutral
wednesday apple rumors aapl may be testing micro led displays http      ,Neutral
fieldpoint private advisors inc reduces stake in apple inc  http,Neutral
user  your tweet has been featured on market parse for iphone http,Neutral
  google alumni pitch investors at xoogler demo days http,Neutral
stay ahead with nasdaq 100 news views  analysis    http,Neutral
 stock forum updated thursday november 26 2015 055923 am     http,Neutral
research analysts’ recent ratings updates for google  http,Neutral
user  your tweet has been featured on market parse for iphone http,Neutral
  20180039937 managing information about inventory    http,Neutral
the long run future of agriculture http http     ,Neutral
nonstore retailers aka ,Neutral
t3 live daily recap dont push yourself too hardhttpscalpthatstockcomdailyrecapdontpushyourselftoohardsometimeslessismore…spy           ,Neutral
  earning is after market close today here are their past  numbers http,Neutral
youtube pays out  billion to music industry   http,Neutral
why the shorts get burned tesla and the theory of reflexivity ,Neutral
southwest airlines signals different approach to flight attendant contract talks http                   ,Neutral
let the trades do the talking                                              ,Neutral
   apple  daily127 weekly264 ytd803 trend76  100  http,Neutral
 gadgets app update fixes issues for fast ring insiders read more http ,Neutral
right here is your invitation  from      and more to buy,Neutral
why are hedge funds souring on    ,Neutral
tesla belonging to husband of actress spontaneously combusts in la street    http   ,Neutral
      trade long or longshort positions from the  up to 1500 since 2010 http,Neutral
“hey siri buy more ,Neutral
 to inject another  in india operations read more http ,Neutral
  apple eyes james bond pac12 content,Neutral
interesting… it reminds me of march 27 2013tsla,Neutral
abx barrick gold corp day highhttpdlvritc9lf40abx      ,Neutral
live stream with  300 leader speaks      ,Neutral
 percent change updated wednesday february 11 2015 110716 pm     http,Neutral
andromeda will be part of  october 4 event rumor read more http ,Neutral
headtohead review tesla  and kandi technologies group  http,Neutral
watchlist updatedabil could go crazycccr ,Neutral
elon musk says tesla will present its cybertruck later in novembertsla ,Neutral
if  gaps down tmr down to get in,Neutral
                                          ,Neutral
apple  adds keyboard touch functions to mac in major refresh http via user,Neutral
capital impact advisors continues to hold stake in apple inc  http,Neutral
 line up in paris ,Neutral
retweet  setup,Neutral
trivia what company will go from  rev in 2017 to   in 2019 and trades at 15x 2019 revenuetsla,Neutral
everything  has in a press release has been heavily parsed to be as opaque as possible http,Neutral
 long 173  whoknows,Neutral
fed days are like   http,Neutral
            all time high retest fingers on the triggers boys  ,Neutral
i think maybe user is maintaining a master list of  supplied malware,Neutral
imagine reading up on    concurrently on the same platform http,Neutral
fixed it  ,Neutral
recent  technical alerts fell below 20 dma plus 10 more alerts,Neutral
long  while its on sale,Neutral
a look at the ceramic in the new  watch edition read more http ,Neutral
 are  weighting          ,Neutral
  sues former employee for allegedly hacking trade secrets,Neutral
markets trying to recover after a sell off due to  earnings if you ask me that was overdone,Neutral
 running into resistance at  said its going to fade back to  area,Neutral
 just dipped below  where the offering priced,Neutral
remember all those bears that said  couldnt raise money just another one of your theories down the drain,Neutral
tim apple is cooked  sorry,Neutral
ryto royal bank of canada ideashttpdlvritbf3qdhryto      ,Neutral
 q why are we shorting ,Neutral
 up 4,Neutral
 company info updated sunday june 14 2015 110659 am     http,Neutral
nexus 5x and 6p removed from  store nvidia shield and vr headsets gone too read more http ,Neutral
google will finally speed up chrome for mac  http   ,Neutral
sun life financial inc acquires new position in microsoft co  http,Neutral
remember when  times were simple,Neutral
sp100  trend                    http,Neutral
 slipping what they say will be here in 2 days ends up being 4 to 5 mytgt orders have still been right on schedule  ,Neutral
apples buy rating reiterated at btig research  pt http  ,Neutral
live hearing video 2pm est  replay online platforms and market power part 4 perspectives of the antitrust agencies http  user user             ,Neutral
 beats by  revenue inline http ,Neutral
choo choo c’mon  1000 or   or both   i’ll throw in a   to boot,Neutral
come on  11607pt revert,Neutral
when asked about the cost to produce a powertrain for an ev user talks about the difference of gasoline price versus electricity ,Neutral
goog google inc  class c volumehttpdlvritblvtcrgoog      ,Neutral
people are turning to alternative investments such as the powerball  bitcoinspy        ,Neutral
carl icahn buy more  stock and hold onto cash http,Neutral
aapl apple inc 52wk highclick here  http       ,Neutral
 apple just did in solar is a really big deal http,Neutral
put your bets in        ,Neutral
 triple inside 60,Neutral
 quietly removes thing that doesnt work from macos read more http ,Neutral
serenity caldwells 2018 ipad review http ,Neutral
screen through high rated articles for us tech kings at once    http,Neutral
  on still goingan hour left in the trading day,Neutral
apple may shun intel for custom aseries chips in new macs within 12 years http  ,Neutral
long   15024,Neutral
 rolls out new google photo editing tools along with photoscan read more http ,Neutral
 music is now half price for students read more http ,Neutral
portfoliobuzz tickers trending on twtr in last 1 hour    http,Neutral
i guess this is cheaper than the capital markets  ,Neutral
how is their  long doing user,Neutral
xly consumer discretionary select sector spdr market caphttpdlvrit9xhvjvxly      ,Neutral
        on short list for today at http,Neutral
 incs new iphone 7 storage tiers make sense read more http ,Neutral
 brokerages set  target price          user user user,Neutral
102119 to 102519 stock trade entries         ,Neutral
stay ahead with nasdaq 100 news views  analysis    http,Neutral
iphone 10 everyone waiting oled all screen big phone small body blazing fast ,Neutral
report  to remove in the news search results read more http ,Neutral
  concept is an old but   http ,Neutral
 microsoft corp filed a new  report to the  http,Neutral
    this is why google gave phone operating systems away for free the get everyone trained how http,Neutral
what  first down quarter in 13 years really means read more http ,Neutral
think different    http,Neutral
sp 500 bids to end bearish divergence http              ,Neutral
updates on stocks from specstocks at speculatingstocks pulse     ,Neutral
live apple’s got a ton of cash to deploy  http  yahoofinance rt,Neutral
 to sell two devices under own branding next month read more http ,Neutral
transaction costs for trading  with brokers min 0051 max 0331 difference 50x http,Neutral
commented on http   ,Neutral
update mondays the simpsons tapped out boom beach crossy road the world ends with… http  ,Neutral
apple discontinued the thunderbolt display try these four great… http  ,Neutral
search giant  said to be close to investing  in spacex to spread internethttpstkscoi1alf,Neutral
big week for earnings gonna wild swings            ,Neutral
 historical earnings data they report after the bell today,Neutral
user user user there we go on  ,Neutral
having 10 different news tabs open for    we give you 1 http,Neutral
bitcoin birth of the world’s first “teal” equity      http,Neutral
the fed may be finished raising rates facebook soars     also            http,Neutral
the semi again   ,Neutral
 filings updated friday february 20 2015 034123 am     http,Neutral
we give you 13 monster stock market predictions for the week of january 28 including    and  http            ,Neutral
microsoft corp  initiated coverage by cleveland research ranked 93rd to buy   http,Neutral
how about them  s,Neutral
also user heres how   call options moved intraday  how they could have been traded using pin info,Neutral
is this the biggest reason to buy    http,Neutral
user selling partial 465 posted entry 260 ,Neutral
settling in http,Neutral
   simplifies search experience for t20 world cup read more http,Neutral
guide to understanding option spread margins http   ,Neutral
 new market information for tesla inc  at  http   dataswarm ref 8158,Neutral
dow rises 100 points as apple hits alltime high  ,Neutral
http new position in  i think this also continues to slid with the market,Neutral
 ramps up its auto push with a car research site read more http ,Neutral
 stock races ahead as investors bet on new iphones,Neutral
when your pension fund had outofthemoney puts in ,Neutral
doubledigit revenue for user corp canaccord genuity analyst richard davis is bullish on  stock http,Neutral
analysts respond to apples midcycle iphone refresh http  ,Neutral
canadian grocery chain orders 25  electric semi trucks  link http http    via user,Neutral
april 1st is the annual target date for all  projects,Neutral
why tesla wants to acquire solarcityscty   ,Neutral
 recent news updated thursday november 12 2015 10714 pm     http,Neutral
stocks to watch in the retail sector        ,Neutral
googl google inc  class a 52wk highhttpdlvritb1hkfvgoogl      ,Neutral
gett and  team on taxi hailing read more http ,Neutral
apple is setting up two more research centers in china  http,Neutral
twitter expected to field bids this week   http    ,Neutral
tesla inc  receives consensus recommendation of “hold” from analysts http,Neutral
user user user user      has worked and will continue to over the long term,Neutral
a agilent technologies inc message board postsclick here  http      ,Neutral
im in  calls short term,Neutral
  apple plans debut swiss franc bond sale  update,Neutral
is  a buy gene munster of piper jaffray thinks sohttpstkscoq2nxl,Neutral
some  earnings estimates for the current quarter      ,Neutral
thinking about trading options or stock in     or      http,Neutral
   maps for ios gets option to add detours to your route read more http,Neutral
handson with  new touch bar macbook pro read more http ,Neutral
tesla motors  technical analysis predicts future stock price investors go short  http  ,Neutral
elnk earthlink inc day highhttpdlvritcbhrmkelnk       elite pharmaceuticals…,Neutral
i ordered the “x s max 256gb” and the estimated shipment is 28 sep  5 oct ,Neutral
give me  2 ill take the  under 325 and put me on the moneyline with   am i diversified,Neutral
automated trader update blockchain reaction  ptdl equichain  kpmg and  read more http ,Neutral
live musk looks to take  private can he be sued user user and user discuss http,Neutral
rt  hft algos triggered sell in sigmax crossfinder ats lx  0907 pt 10200         ,Neutral
microsoft corporation  to release earnings on thursday http,Neutral
 will production responsibilities eat into apple margins http,Neutral
bank of america is raising its minimum wage for employees to  an hour http                                ,Neutral
 needs 1269 1274 is breakout and can head to 1313 from there,Neutral
                                    ,Neutral
 we will possibly see the light of green today next level  coming soon,Neutral
googl google inc  class a last tradehttpdlvritbl9j0tgoogl      ,Neutral
big week for stock market earnings     ,Neutral
http upgraded by bgc financial to buy http  ,Neutral
tomorrow is  last day in the user and then  will be in starting march 19 i own both  ,Neutral
whoa look at tesla right now its down 55 since the market opened http,Neutral
more commentary from the  baggies,Neutral
calls with the largest current oi  up to eod 02102015        http,Neutral
is apple expected to release a completely new wearable in march  http  ,Neutral
a  charade 3 actsact 1 nov 16 solar roof deployments will start next summeract 2 may 17 deposits taken  black glass smooth  textured  first  tuscan   in about 6 monthsact 3 aug 19  regularly reveals products long before they come available,Neutral
 holding gap  1st pass lets see if it holds,Neutral
  google will charge phone makers to preinstall apps in europe  2nd update http,Neutral
 why  should buy        ,Neutral
does wall street really think apple is going to compound 50 billion in yearly earnings from this point onaapl    ,Neutral
ever awakened thinking is  breaking out fullfill your morning thoughts at http   ,Neutral
are neonode and harman teaming up for a  million gm deal http …     ,Neutral
apple draws so many shoppers its stores singlehandedly lift sales by 10 at the malls they operate in   http,Neutral
 tested my emotions today but at the end i came out on top trades are done live on youtube go subscribehttpsyoutube5ztkwlpnmu,Neutral
http  dvd showing how connor 17yrs old has made a fortune trading in class at high school    ,Neutral
                                      ,Neutral
ewy south korea ishares prev closehttpdlvritkz8w6newy      ,Neutral
nuvision signature edition tablet is now available for just  from  read more http ,Neutral
rt http rt som50579 boardcentral  twitter stock buzz      1031 am … http,Neutral
