,headline,topic,sentiment
993,The Health 202: Medicare-for-all goes MIA on the 2020 trail. Only Bernie Sanders remains a purist.,Sanders,pos
994,The Trailer: Mike Bloomberg's transactional campaign pitch,Bloomberg,neutr
995,"At Las Vegas events, Joe Biden and Pete Buttigieg woo Hispanic voters",Biden,neutr
996,Tom Steyer is surging in South Carolina and Nevada. Does it matter?,Steyer,neutr
997,"Buttigieg’s black-voter problem, by the numbers",Buttigieg,neg
998,Trump angered by House ally’s push to limit his authority on Iran,Trump,neg
999,Questions pile up about Trump’s claim that Soleimani was going to ‘blow up’ a U.S. embassy,Trump,neutr
1000,Trump has a rare public moment of self-awareness,Trump,neg
1001,Rudy Giuliani’s amazingly bad column asking the Supreme Court to strike down Trump’s impeachment,Trump,neutr
1002,What the War Powers resolutions and Iran tell us about Trump supporters and presidential power,Trump,neutr
1003,This is perhaps Trump’s most cynical comment about the environment yet,Trump,neg
1004,Sanders offers measure to limit Trump's action on Iran,Trump,neutr
1005,The Daily 202: The ghosts of 1979 still haunt U.S. policy toward Iran and shadow Trump’s response to missile strikes,Trump,neg
1006,The Cybersecurity 202: Threat of Iran cyberattack remains high even as Trump backs away from potential war,Trump,neutr
1007,Puerto Rico earthquakes pit Trump administration in another fight with Democrats over disaster funding,Trump,neg
1008,Trump uses sanctions as a favorite form of retribution — against friend and foe alike,Trump,neg
1009,Buttigieg wins first endorsement from black member of Congress,Buttigieg,pos
1010,United States and Iran back away from imminent conflict as Trump says he is ready for peace ‘with all who seek it’,Trump,pos
1011,"Trump seeks to celebrate a victory, even in the wake of a foreign attack",Trump,neg
1012,Iran gives Trump an off-ramp — for now,Trump,neutr
1013,"The Daily 202: Mike Bloomberg wants more engagement with Iran, North Korea and China",Bloomberg,neutr
1014,Power Up: Trump has a big choice to make on Iran,Trump,neutr
1015,McConnell says he’s ready to begin Trump impeachment trial with no deal on witnesses,Trump,neg
1016,"New York’s highest court can hear sexual misconduct lawsuit against Trump, judges rule",Trump,neg
1017,The Trailer: Who's voting for Tom Steyer?,Steyer,neutr
1018,"Michael Flynn deserves up to six months in prison, U.S. Justice Department says in reversal for former Trump national security adviser",Trump,neutr
1019,The Soleimani aftermath pivots to a key Trump talking point: Democrats are traitors,Trump,neutr
1020,The Technology 202: Women in tech wanted more female CES keynotes. But Ivanka Trump is drawing controversy.,Trump,neg
1021,Anatomy of a Trump rally: 67 percent of claims are false or lacking evidence,Trump,neg
1022,Biden touts foreign policy credentials but faces questions,Biden,neg
1023,Trump’s go-it-alone strategy leaves him isolated on Iran,Trump,neg
1024,Trump’s insistence on proving his toughness is in open conflict with America’s actual strength,Trump,neg
1025,Julián Castro endorses Elizabeth Warren for president,Warren,pos
1026,Trump threatens to strike Iranian cultural sites and impose ‘very big’ sanctions on Iraq as tensions rise,Trump,neutr
1027,"The Trailer: How history, and Trump, affect Iowa Democrats' war fears",Trump,neutr
1028,Trump plunges toward the kind of Middle Eastern conflict he pledged to avoid,Trump,neg
1029,Trump’s order to strike Iranian commander sparks fresh debate in Congress over war powers,Trump,neutr
1030,"Elizabeth Warren raised $21.2 million, Amy Klobuchar $11.4 million in fourth quarter of 2019, campaigns say",Klobuchar,neutr
1031,"Elizabeth Warren raised $21.2 million, Amy Klobuchar $11.4 million in fourth quarter of 2019, campaigns say",Warren,pos
1032,Washington developer Brian Friedman says he is interested in buying President Trump’s D.C. hotel lease,Trump,neutr
1033,Americans roughly divided on whether voters should decide Trump’s fate rather than the Senate,Trump,neg
1034,Campaign fundraising hauls solidify Democratic leaders as Trump continues to amass financial firepower,Trump,pos
1035,Ascendant Bernie Sanders turns his focus to Joe Biden as Iowa nears,Biden,neutr
1036,Ascendant Bernie Sanders turns his focus to Joe Biden as Iowa nears,Sanders,pos
1037,Trump impeachment live updates,Trump,neutr
1038,"Nearly a third of the days he’s been president, Trump has visited a Trump-branded property",Trump,neutr
1039,Sanders releases doctors' letters saying he's fit for presidency,Sanders,pos
1040,Giuliani’s Ukraine efforts are just a formalization of the rumor-to-Trump pipeline,Trump,neg
1041,Trump’s lawyer and the Venezuelan president: How Giuliani got involved in back-channel talks with Maduro,Trump,neutr
1042,Some Democrats urge Trump to more strongly condemn anti-Semitism in wake of Monsey attack,Trump,neutr
1043,Ivanka Trump declines to say whether she would remain in Washington if her father wins reelection,Trump,unk
1044,Biden says he would testify in Senate impeachment trial if subpoenaed,Biden,neutr
1045,Trump campaign launches snowflakevictory.com to offer advice on winning holiday political arguments,Trump,neutr
1046,"Trump lashes out at Pelosi, Democrats after exchanging holiday greetings with troops",Trump,neg
1047,Warren's Oklahoma homecoming: It's complicated,Warren,neutr
1048,What we know and don’t know about Trump’s intentions on Ukraine aid,Trump,neutr
1049,What President Trump was talking about in his baffling rant about wind energy,Trump,neg
1050,Key Democratic senator remains undecided on whether Trump should be removed from office,Trump,neutr
1051,White House official directed hold on Ukraine aid shortly after Trump’s July 25 call with Zelensky,Trump,neutr
1052,Trump touts Putin’s speaking out against his impeachment,Putin,neutr
1053,How Trump’s conversations with Putin overlapped with his emerging Ukraine conspiracy theories,Putin,neutr
1054,"Yes, Donald Trump has been impeached",Trump,neg
1055,Democrats fail to call out Warren on a central falsehood: Those aren’t selfies she’s taking,Warren,neg
1056,"Bloomberg, missing from Democratic debate stage, uses pricey ads to try to grab the spotlight",Bloomberg,neg
1057,Power Up: Andrew Yang is still standing. That's how unpredictable the 2020 race has been.,Yang,pos
1058,"Democrats spar over how to combat Trump, a roaring economy and impeachment",Trump,neutr
1059,"‘Billionaires in wine caves should not pick the next president’: Warren vs. Buttigieg on purity tests, explained",Buttigieg,neutr
1060,Trump now bears the indelible mark of impeachment,Trump,neg
1061,"Trump welcomes Rep. Van Drew, an impeachment foe switching parties to join GOP",Trump,neutr
1062,"To avoid removal, Trump needs senators representing only 7 percent of the country to support him",Trump,neg
1063,"Trump sends Dingell to hell, demands refunds from Schumer, Maloney",Trump,neutr
1064,Power Up: Pelosi calls impeachment a ‘very sad day.’ Trump says he's ‘having a good time.’,Trump,pos
1065,"Meadows, close ally of Trump, to retire from Congress",Trump,neutr
1066,Brian Fitzpatrick won't back impeachment but refuses to defend Trump on Ukraine,Trump,neutr
1067,"As goes his presidency, so goes his impeachment: Trump disrupts and divides",Trump,neg
1068,Assessing the ‘four facts’ that a prominent Republican insists prove Trump’s innocence,Trump,pos
1069,"President Trump’s jab at Pelosi’s prayers, and what it says about how he sees his opponents",Trump,neutr
1070,"Paul Manafort’s fraud case in New York was dismissed, blocking local prosecutors’ effort to undercut a potential Trump pardon",Trump,neutr
1071,The Health 202: Trump looks to Canada in bid to lower high drug prices,Trump,neg
1072,"Pete Buttigieg’s struggles and stumbles with black voters, explained",Buttigieg,neg
1073,"House Democrats have enough votes to impeach Trump, according to a Post analysis",Trump,neg
1074,Trump rips Democrats on eve of likely impeachment,Trump,pos
1075,Federal agencies will be closed Dec. 24 as Trump issues executive order ,Trump,neutr
1076,House passes $1.4 trillion spending bill with Trump support that would gut parts of Affordable Care Act,Trump,neutr
1077,"Foiled in 2016, ‘Never Trump’ Republicans launch new super PAC in effort to oust Trump in 2020",Trump,neg
1078,"Trump makes his closing argument on impeachment, cobbling together his greatest Twitter hits",Trump,neutr
1079,"Trump's letter to Nancy Pelosi, annotated",Trump,neutr
1080,Partisanship is helping Trump in the impeachment fight more than it’s hurting him,Trump,pos
1081,Trump raises possibility of skipping debates hosted by traditional group,Trump,neutr
1082,"President Trump has made 15,413 false or misleading claims over 1,055 days",Trump,neg
1083,The Trailer: Andrew Yang's increasingly normal campaign,Yang,neutr
1084,"Trump, allies target vulnerable Democrats ahead of House impeachment vote",Trump,neg
1085,"Amid adversity and missteps, Biden’s resilience has been one theme of 2019",Biden,pos
1086,Sanders retracts controversial endorsement after backlash,Sanders,neg
1087,Trump says Democrats have become ‘Party of Hate’ after House panel votes to oust him,Trump,neutr
1088,"Warren, Sanders, Biden, Yang, Klobuchar, Steyer, Buttigieg may skip next debate over Loyola Marymount labor dispute ",Buttigieg,neg
1089,"Warren, Sanders, Biden, Yang, Klobuchar, Steyer, Buttigieg may skip next debate over Loyola Marymount labor dispute ",Klobuchar,neutr
1090,McConnell to Hannity on impeachment: Trump lawyers will give me cues,Trump,neg
1091,What happens to the Trump D.C. hotel? Five questions and answers on Trump's emoluments battle,Trump,neutr
1092,‘I really like you’: Iowa voters give Amy Klobuchar another look,Klobuchar,pos
1093,"Warren refocuses message, takes shots at rivals",Warren,neutr
1094,Trump’s strongest supporters agree with a key argument of his: The media can’t be trusted,Trump,pos
1095,"77-year-old Mike Bloomberg in “outstanding health,” says personal doctor",Bloomberg,pos
1096,"These Iowa voters loved Joe Biden in 2008. Now, they’re not sure he’s the one.",Biden,neutr
1097,"The Cybersecurity 202: Trump administration scooping up Americans' data in effort to track undocumented immigrants, ACLU says",Trump,neutr
1098,Ex-Trump employees share stage with Biden to blast their former boss,Biden,neg
1099,Trump ditches effort to kill OPM after bipartisan pushback,Trump,neg
1100,Senate Republicans look to hold short impeachment trial despite Trump’s desire for an aggressive defense,Trump,neg
1101,"Biden clearly doesn’t like talking about his son’s overseas business dealings. Lately, it’s been an unavoidable topic on the campaign trail.",Biden,neg
1102,House Democrats unveil two articles of impeachment against Trump White House predicts ‘full exoneration’ in GOP-led Senate,Trump,neutr
1103,"Under pressure, Buttigieg releases names of former McKinsey clients",Buttigieg,neg
1104,A day of history accentuates America’s divide and the distortions of truth in the Trump era,Trump,neg
1105,House Democrats say Trump is unfit for office but eagerly deal with him on trade,Trump,neutr
1106,Trump’s already running the race he wants: Against an opponent as unpopular as he is,Trump,neg
1107,Giuliani says Trump asked him to brief Justice Dept. and GOP senators on his Ukraine findings,Trump,neutr
1108,Trump?s moves to salvage North Korea nuclear talks amid threats from Pyongyang draw rebukes from Bolton and Biden ,Trump,neg
1109,William P. Barr continues to prove that he’s precisely the attorney general President Trump was looking for,Trump,neutr
1110,The annotated articles of impeachment against Trump,Trump,neutr
1111,The Daily 202: FBI director shows independence from Trump and Barr in responding to IG report on Russia probe,Trump,neutr
1112,The Finance 202: Pete Buttigieg is poised to rake in even more Wall Street money,Buttigieg,neutr
1113,Power Up: Trump and his allies see a different inspector general report than everyone else,Trump,neg
1114,Trump’s NATO parade of falsehoods and misstatements,Trump,neg
1115,Lawyer for Democrats calls Trump ‘a clear and present danger’ as he argues case for removal,Trump,neg
1116,"Democrats expected to unveil articles of impeachment against Trump, focusing on abuse of power, obstruction of Congress",Trump,neg
1117,How could 63 million people be wrong? The GOP strains to make precedent-related defenses of Trump.,Trump,neg
1118,What Trump claimed about the Russia probe — and what the Justice Department inspector general determined,Trump,neutr
1119,"If officials objecting to Trump’s candidacy was 2016 interference, interference by allies was rampant",Trump,neutr
