,headline,entity,majority_label
970,"House to vote on sending impeachment articles to the Senate, launching historic trial of President Trump",Trump,Negative
971,"With an impeachment trial looming, new evidence that Trump sought personal benefit in Ukraine",Trump,Negative
972,"Senate resolution to limit Trump’s military authority on Iran has enough GOP votes to pass, key Democrats say - The Washington Post",Democrats,Positive
973,"Senate resolution to limit Trump’s military authority on Iran has enough GOP votes to pass, key Democrats say",Trump,Negative
974,Trump’s running up post-recession-level deficits,Trump,Negative
975,Tiers within the tier: The Democrats with core bases and those without - The Washington Post,Democrats,Negative
976,"The Health 202: President Trump, here’s a history of preexisting condition protections",Trump,Negative
977,Why Elizabeth Warren and Bernie Sanders are fighting,Sanders,Negative
978,Why Elizabeth Warren and Bernie Sanders are fighting,Warren,Neutral
979,Five questions about Trump’s company in 2020,Trump,Neutral
980,Warren and Sanders fued over gender,Sanders,Negative
981,Top Senate Republicans reject Trump’s renewed call for immediate dismissal of impeachment charges,Trump,Negative
982,Buttigieg woos moderates — and Republicans — in his push to close the deal in Iowa - The Washington Post,Republicans,Neutral
983,"Muted on Hong Kong demonstrations, Trump showers support on Iranian protesters and seeks to score points on Democrats",Trump,Positive
984,What problem is Tom Steyer’s term-limit proposal hoping to fix?,Steyer,Neutral
985,Bernie Sanders says in New York Times Editorial Board interview he is open to releasing Supreme Court shortlist,Sanders,Neutral
986,Trump’s collapsing rationalization for the Soleimani strike as ‘imminent’,Trump,Negative
987,Bernie Sanders's campaign attacks Elizabeth Warren and Joe Biden as Iowa caucuses near.,Sanders,Negative
988,What the Pete Buttigieg campaign tells its caucus volunteers: ‘We’ve got to be nice’,Buttigieg,Positive
989,The Daily 202: Trump’s compulsion to take credit deepens his credibility gap amid questions about Iran intelligence,Trump,Negative
990,"Esper contradicts Trump, Pompeo on Soleimani attacking embassies",Trump,Negative
991,Trump is limiting telework and calling federal workers back to the office,Trump,Neutral
992,"At Las Vegas events, Joe Biden and Pete Buttigieg woo Hispanic voters",Biden,Positive
993,"At Las Vegas events, Joe Biden and Pete Buttigieg woo Hispanic voters",Buttigieg,Positive
994,"Biden holds wide lead among black voters in Democratic presidential race, Post-Ipsos poll finds",Biden,Positive
995,Sanders tops latest Iowa poll,Sanders,Positive
996,Pelosi signals House will send articles of impeachment against Trump to Senate as soon as next week,Trump,Negative
997,Many Iowa Democrats are paralyzed by fear of choosing the wrong candidate to take on Trump - The Washington Post,Democrats,Negative
998,"Power Up: Impeachment and Iran prompt week of walk-backs by Trump, lawmakers",Trump,Negative
999,Elizabeth Warren’s false claim that the filibuster stopped immigration reform,Warren,Negative
1000,Tensions with Trump over Iran expose concerns about the role of Congress in making war,Trump,Neutral
1001,Tom Steyer appears to have qualified for the seventh Democratic debate,Steyer,Positive
1002,"‘Soon,’ Pelosi promises, as some Democrats grow restless over delay in Trump’s impeachment trial - The Washington Post",Democrats,Negative
1003,McConnell and the ’Clinton impeachment trial rules’ for Trump,Trump,Neutral
1004,Sanders offers measure to limit Trump's action on Iran,Sanders,Neutral
1005,The Trump team’s increasingly jumbled case for striking Qasem Soleimani,Trump,Negative
1006,The Technology 202: Trump administration's CES message: We're not interested in heavy AI regulation,Trump,Positive
1007,Power Up: Two Senate Republicans lash out at Trump after Iran briefing,Trump,Negative
1008,"Trump attempts to pin some blame for missile attacks on Obama, outraging Democrats - The Washington Post",Democrats,Negative
1009,"Trump attempts to pin some blame for missile attacks on Obama, outraging Democrats",Trump,Negative
1010,President Trump’s company has set a deadline for bids to buy his D.C. hotel,Trump,Neutral
1011,What is the War Powers Act and what can Congress do to enforce it with Trump on Iran?,Trump,Neutral
1012,Trump’s Iran gambit reveals ideological rift between hawks and isolationists in his base,Trump,Neutral
1013,Fact-checking Trump’s address on the Iran missile attacks,Trump,Negative
1014,"Transcript: Trump’s Iran speech, annotated",Trump,Neutral
1015,"The Daily 202: Mike Bloomberg wants more engagement with Iran, North Korea and China",Bloomberg,Neutral
1016,The Finance 202: Bloomberg's $10 million Super Bowl ad highlights his unconventional approach,Bloomberg,Neutral
1017,Biden’s claim that he didn’t tell Obama not to launch bin Laden raid,Biden,Negative
1018,"After days of dire threats, Trump’s tone shifts in the wake of Iran’s retaliation",Trump,Neutral
1019,"Amid confusion and contradictions, Trump White House stumbles in initial public response to Soleimani’s killing",Trump,Negative
1020,"Trump, Bloomberg each spend an estimated $10 million for 60 seconds of Super Bowl ads",Bloomberg,Neutral
1021,"Trump, Bloomberg each spend an estimated $10 million for 60 seconds of Super Bowl ads",Trump,Neutral
1022,"Biden, facing scrutiny of his foreign policy record, sharpens criticism of Trump’s ‘incompetence’ on Iran",Biden,Negative
1023,"Biden, facing scrutiny of his foreign policy record, sharpens criticism of Trump’s ‘incompetence’ on Iran",Trump,Negative
1024,The Daily 202: Esper’s split with Trump over targeting Iranian cultural sites is a nod to ‘the laws of armed conflict’,Trump,Negative
1025,The Health 202: Mike Bloomberg is pounding voters with a single ad. It's about health insurance.,Bloomberg,Neutral
1026,Bolton’s willingness to testify in Trump’s impeachment trial ramps up pressure on Senate Republicans,Trump,Neutral
1027,Both Trump and Democrats see political benefits to U.S. killing of Iranian general,Trump,Neutral
1028,"Trump, after Soleimani killing, may finally get his wish to end the Iran nuclear deal",Trump,Positive
1029,"Trump overstates military spending, readiness as potential for Iran conflict looms",Trump,Negative
1030,The remarkable extent to which Trump gets the benefit of the doubt from Republicans on Iran,Trump,Negative
1031,Trump’s insistence on proving his toughness is in open conflict with America’s actual strength,Trump,Negative
1032,Julián Castro endorses Elizabeth Warren for president,Warren,Positive
1033,"Flouting War Powers Act, Trump claims his tweets are sufficient notice to Congress that U.S. may strike Iran",Trump,Negative
1034,Top Republican suggests changing Senate rules to begin Trump impeachment trial within days,Trump,Neutral
1035,"In confrontation with Iran, Trump wrestles with the shadow of Obama, ‘the metric he has to beat’",Trump,Negative
1036,Trump thought war with Iran could help reelect Obama. What about Trump?,Trump,Negative
1037,Escalating U.S.-Iran tensions scramble the politics of Trump’s impeachment,Trump,Neutral
1038,Trump endorses tweet comparing top Senate Democrat to Iranians,Trump,Neutral
1039,Trump’s order to strike Iranian commander sparks fresh debate in Congress over war powers,Trump,Neutral
1040,"Trump on Iran, Obama and what it means now",Trump,Neutral
1041,More than 200 Republican members of Congress urge Supreme Court to reconsider Roe v. Wade abortion rights decision - The Washington Post,Republicans,Neutral
1042,"Trump upended three decades of U.S. strategy with North Korea, but the gamble has failed to pay off",Trump,Negative
1043,Sanders releases doctors' letters saying he's fit for presidency,Sanders,Positive
1044,Sanders releases doctors' letters saying he's fit for presidency,Sanders,Positive
1045,How Trump’s Twitter obsessions have risen and fallen in the past decade,Trump,Negative
1046,National security adviser O’Brien defends Trump’s handling of Edward Gallagher case,Trump,Positive
1047,Trump’s lawyer and the Venezuelan president: How Giuliani got involved in back-channel talks with Maduro,Trump,Neutral
1048,Sanders staffers complained about campaign's use of Amazon,Sanders,Negative
1049,Trump retweets a post naming the alleged whistleblower,Trump,Negative
1050,A government shutdown and the biggest raise in a decade: How Trump gave federal workers whiplash in 2019,Trump,Negative
1051,How Ukraine put Trump and Biden on a collision course that imperils them both,Trump,Negative
1052,"Trump attacks Nancy Pelosi, Gavin Newsom over California’s homelessness crisis",Trump,Neutral
1053,Warren embraced the high-dollar fundraiser circuit for years — until just before her presidential campaign,Warren,Negative
1054,Warren's Oklahoma homecoming: It's complicated,Warren,Neutral
1055,New emails help peel back the layers of pressure surrounding Trump’s July 25 call with Zelensky,Trump,Neutral
1056,How Trump’s conversations with Putin overlapped with his emerging Ukraine conspiracy theories,Putin,Neutral
1057,Trump impeachment,Trump,Neutral
1058,"Bloomberg, missing from Democratic debate stage, uses pricey ads to try to grab the spotlight",Bloomberg,Negative
1059,Amy Klobuchar raises the heat in her rivalry with Pete Buttigieg,Buttigieg,Negative
1060,Amy Klobuchar raises the heat in her rivalry with Pete Buttigieg,Klobuchar,Neutral
1061,Sarah Sanders apologizes for mocking Biden's comments on stuttering,Biden,Positive
1062,"Trump notwithstanding, incomes in blue America continue to grow faster than in red areas",Trump,Neutral
1063,"Trump welcomes Rep. Van Drew, an impeachment foe switching parties to join GOP - The Washington Post",GOP,Positive
1064,"Trump welcomes Rep. Van Drew, an impeachment foe switching parties to join GOP",Trump,Negative
1065,"To avoid removal, Trump needs senators representing only 7 percent of the country to support him",Trump,Neutral
1066,This is who should testify in Trump’s Senate impeachment trial,Trump,Neutral
1067,Senate impeachment whip count: Where Democrats and Republicans stand - Washington Post,Democrats,Neutral
1068,"With little protest, GOP succumbs to Trump on spending",Trump,Neutral
1069,"The Senate will hold an impeachment trial of Trump, but what it will look like remains contentious and uncertain",Trump,Neutral
1070,Trump becomes third U.S. president to be impeached as House approves both articles against him,Trump,Neutral
1071,Trump impeached by House,Trump,Negative
1072,Inside the decision to impeach Trump: How both parties wrestled with a constitutional crisis,Trump,Neutral
1073,"However historic, impeachment is but a way station in the struggle over Trump’s presidency",Trump,Negative
1074,Takeaways from the impeachment of President Trump,Trump,Neutral
1075,"As goes his presidency, so goes his impeachment: Trump disrupts and divides",Trump,Negative
1076,Trump’s defenders have an awfully selective appreciation for the Constitution,Trump,Neutral
1077,"Trump’s impeachment is like Jesus’ crucifixion, the Salem witch trials and Pearl Harbor all rolled into one",Trump,Negative
1078,Assessing the ‘four facts’ that a prominent Republican insists prove Trump’s innocence - The Washington Post,Republicans,Neutral
1079,"Senators ramp up pressure on Trump over North Korea, warning that his policy of engagement is ‘on the brink of failure’",Trump,Negative
1080,The Technology 202: Trump leverages Facebook's powerful ad tools to push anti-impeachment message,Trump,Positive
1081,The Cybersecurity 202: Congress peels back secrecy to review Trump hacking policy,Trump,Negative
1082,Trump rips Democrats on eve of likely impeachment - The Washington Post,Democrats,Negative
1083,Federal agencies will be closed Dec. 24 as Trump issues executive order,Trump,Neutral
1084,Mitt Romney and Susan Collins sound reluctant to rock the GOP boat on impeachment - The Washington Post,GOP,Neutral
1085,"Power Up: Almost 2 in 3 Republicans want Trump to allow top aides to testify at Senate trial, new Post-ABC poll finds - The Washington Post",Republicans,Positive
1086,"Power Up: Almost 2 in 3 Republicans want Trump to allow top aides to testify at Senate trial, new Post-ABC poll finds",Trump,Neutral
1087,"Democrats accuse Trump of criminal bribery, wire fraud in report that explains articles of impeachment - The Washington Post",Democrats,Neutral
1088,Partisanship is helping Trump in the impeachment fight more than it’s hurting him,Trump,Positive
1089,Jeff Van Drew’s party switch underscores the particularly partisan impeachment of Trump,Trump,Negative
1090,"President Trump has made 15,413 false or misleading claims over 1,055 days",Trump,Negative
1091,"Schumer calls for testimony from Mulvaney, Bolton in proposal to GOP on parameters for Trump impeachment trial",Trump,Negative
1092,The Trailer: Andrew Yang's increasingly normal campaign,Yang,Neutral
1093,Mike Bloomberg has spread his money to liberal activist groups for years and now is spending more on his own campaign,Bloomberg,Neutral
1094,House set for historic floor vote next week after committee approves two articles of impeachment against Trump,Trump,Negative
1095,Trump promised Zelensky a White House meeting. More than a dozen other leaders got one instead.,Trump,Negative
1096,"Buttigieg takes aim at ""purity tests""",Buttigieg,Neutral
1097,"Warren, Sanders, Biden, Yang, Klobuchar, Steyer, Buttigieg may skip next debate over Loyola Marymount labor dispute ",Sanders,Neutral
1098,"Warren, Sanders, Biden, Yang, Klobuchar, Steyer, Buttigieg may skip next debate over Loyola Marymount labor dispute ",Steyer,Neutral
1099,"Warren, Sanders, Biden, Yang, Klobuchar, Steyer, Buttigieg may skip next debate over Loyola Marymount labor dispute ",Warren,Negative
1100,"Trump has described the same conversation about Israel four times. Each time, the name of his Jewish friend changed.",Trump,Negative
1101,How Trump’s Senate impeachment trial might work,Trump,Negative
1102,How the House Judiciary vote on Trump impeachment compares to past votes,Trump,Neutral
1103,"Trump?s FBI slurs endanger agents, former employee says",Trump,Negative
1104,Trump casts criticism of Israel as dangerous as he courts Jewish voters for 2020,Trump,Negative
1105,"Matt Bevin, GOP Kentucky governor, pardoned violent criminals following election loss to Andy Beshear - The Washington Post",GOP,Negative
1106,"Reps. Matt Gaetz, Hank Johnson spar over Hunter Biden addiction comments",Biden,Neutral
1107,House impeachment vote whip count: Where Democrats and Republicans stand - Washington Post,Democrats,Neutral
1108,Trump’s top trade official meets with GOP senators to soothe tensions over final USMCA deal,Trump,Neutral
1109,One sign that Trump is worried about impeachment? His avalanche of tweets.,Trump,Negative
1110,Donald Trump Jr. shot and killed an endangered sheep in Mongolia without a permit,Trump,Negative
1111,The Finance 202: Powell is propping up Trump's economy,Trump,Negative
1112,Ex-Trump employees share stage with Biden to blast their former boss,Trump,Negative
1113,House Democrats brace for some defections among moderates on impeachment of Trump - The Washington Post,Democrats,Neutral
1114,House Democrats brace for some defections among moderates on impeachment of Trump,Trump,Neutral
1115,Senate Republicans look to hold short impeachment trial despite Trump’s desire for an aggressive defense - The Washington Post,Republicans,Neutral
1116,Biden holds a big lead over Trump with a key demographic: Cynics,Biden,Positive
1117,Biden holds a big lead over Trump with a key demographic: Cynics,Trump,Neutral
1118,Michael Horowitz just shot down a bunch of Trump conspiracy theories,Trump,Neutral
1119,Some Democrats worry anti-corporate purity test go too far - The Washington Post,Democrats,Negative
1120,"House asks Supreme Court not to delay access to Trump’s financial records, citing threat to 2020 elections",Trump,Negative
1121,The Daily 202: Trump welcoming Russia’s top diplomat back to the Oval Office is one of his most brazen moves yet,Trump,Negative
1122,Power Up: Trump's roller-coaster Tuesday is emblematic of his presidency,Trump,Negative
1123,House Democrats unveil two articles of impeachment against Trump White House predicts ‘full exoneration’ in GOP-led Senate - The Washington Post,GOP,Neutral
1124,"Democrats charge Trump with two impeachment articles, setting up historic vote - The Washington Post",Democrats,Positive
1125,"Democrats charge Trump with two impeachment articles, setting up historic vote",Trump,Negative
1126,Trump lashes out at FBI director in wake of Justice Department inspector general’s report,Trump,Negative
1127,"Under pressure, Buttigieg releases names of former McKinsey clients",Buttigieg,Negative
1128,The Trailer: What Nevada could mean for Bernie Sanders,Sanders,Neutral
1129,House Democrats say Trump is unfit for office but eagerly deal with him on trade,Trump,Neutral
1130,Trump’s already running the race he wants: Against an opponent as unpopular as he is,Trump,Neutral
1131,Giuliani says Trump asked him to brief Justice Dept. and GOP senators on his Ukraine findings,Trump,Neutral
1132,Trump?s moves to salvage North Korea nuclear talks amid threats from Pyongyang draw rebukes from Bolton and Biden,Biden,Neutral
1133,Trump?s moves to salvage North Korea nuclear talks amid threats from Pyongyang draw rebukes from Bolton and Biden,Trump,Negative
1134,Mike Bloomberg’s 5 percent support in primary is a positive sign for his campaign,Bloomberg,Positive
1135,Democrats ditch ‘bribery’ and Mueller in Trump impeachment articles. But is that the smart play?,Trump,Neutral
1136,"Christopher Wray, basically: Don’t listen to Trump’s Ukraine conspiracy theories",Trump,Neutral
1137,The Energy 202: These Republicans want to show they're serious about climate change. So they put on a showcase. - The Washington Post,Republicans,Positive
1138,"Democrats expected to unveil articles of impeachment against Trump, focusing on abuse of power, obstruction of Congress",Trump,Negative
1139,Attorney General William Barr reschedules his holiday party at the Trump hotel,Trump,Neutral
1140,"Trump’s Russia-probe defense, led by Barr, is already moving on from Horowitz",Trump,Positive
1141,Democrats question McConnell’s decision to return Senate to business - The Washington Post,Democrats,Neutral
1142,GOP official says Republican senators not getting enough credits for covid-19 aid - The Washington Post,Republicans,Positive
1143,"Dan Crenshaw Rips Democrats’ ‘Cowardice,’ Says Congress ‘Must Come Out Of Hiding’",Democrats,Negative
1144,A Top Republican Senator Is Pushing One of the Biggest Jobs Programs in History,Republicans,Positive
1145,Senate Republicans want federal government to play bigger role in coronavirus testing - The Washington Post,Republicans,Positive
1146,Pelosi Claims GOP Stalled PPP Funding. She Praised Democrats For Blocking It.,Democrats,Positive
1147,Here We Go: Democrats Equate Halting WHO Funding To ‘Impeachable’ Offenses,Democrats,Negative
1148,Donald Trump: Democrats Must End ‘Endless Vacation’ and Get Back to Work,Democrats,Negative
1149,WATCH: Nancy Pelosi Congratulates Senate Democrats For Stalling $250 Billion Small Business Aid Program,Democrats,Negative
1150,Ted Cruz Just Obliterated Obama’s Claim That Republicans Have A ‘Propaganda Network’,Republicans,Positive
1151,Democrats push for illegal immigrants to get coronavirus stimulus cash,Democrats,Negative
1152,GOP Mulls Options to Oppose ‘Partisan’ Pelosi Oversight Committee,GOP,Negative
1153,Biden campaign’s selection of preferred super PAC stokes strife in Democratic Party - The Washington Post,Democratic Party,Negative
1154,"CARVILLE: Republicans ‘Will Kill People To Stay In Power, Literally’",Republicans,Negative
1155,Dem Senators: GOP Small Business Aid Is ‘Political Stunt’ (VIDEO),GOP,Negative
1156,Trump Fires Intelligence Community Watchdog Who Helped Launch Democrats Impeachment Inquiry,Democrats,Negative
1157,Democrats Demand DOJ ‘Release As Many Prisoners As Possible’ Over Coronavirus,Democrats,Negative
1158,"Biden earns slew of new endorsements, from former challengers to ‘Never Trump’ Republicans - The Washington Post",Republicans,Neutral
1159,WATCH: Kennedy Says Democrats Blocking Stimulus Decided to ‘Double Down on Stupid’,Democrats,Negative
1160,WATCH: Cruz Highlights How Many Americans Have Died Today While Democrats Block Spending Bill,Democrats,Negative
1161,"Democrats Block Coronavirus Bill That Provides Lifeline To Economy, Families",Democrats,Negative
1162,CASH GRAB: Two GOP senators face questions over stock sales ahead of the market’s coronavirus slide,GOP,Negative
1163,Ousted Sen. McCaskill Falsely Claims GOP Senator Hasn’t Held Hearings on Coronavirus (VIDEO),GOP,Negative
1164,Democrats Want To Reverse Trump's Travel Bans Despite Coronavirus Spread,Democrats,Negative
1165,"GOP Lawmaker Isn’t Scared of Coronavirus, Says ‘More People Have Died From Knowing Hillary’",GOP,Negative
1166,Democrats Pushed Impeachment While Coronavirus Spread,Democrats,Negative
1167,Gallup polling shows congressional Republicans faring better with Americans than Democrats after impeachment,Republicans,Positive
1168,Trump calls fired intelligence watchdog a ‘disgrace’ as Democrats rebuke his decision - The Washington Post,Democrats,Negative
1169,GOP lawmakers in Wisconsin rebuff calls to cancel in-person voting in Tuesday’s elections - The Washington Post,GOP,Negative
1170,Gun owner who went viral wins North Carolina lieutenant governor GOP primary,GOP,Positive
1171,Democrats move presidential convention to August as a result of coronavirus pandemic - The Washington Post,Democrats,Neutral
1172,Republican Party war chest dwarfs Democrats’ going into 2020 high season,Republicans,Positive
1173,"Democrats may try to eliminate Ocasio-Cortez’s House seat, paper says",Democrats,Neutral
1174,Republicans agree with Trump: He’s done enough to fight the pandemic and the impact will be limited - The Washington Post,Republicans,Positive
1175,Senate rejects Democrats' attempt to subpoena White House for documents on Ukraine,Democrats,Negative
1176,"The Impeachment ‘Kill Switch’: McConnell Dismissal Rule Corners Democrats, Blocks Antics as Trial Commences",Democrats,Negative
1177,Trump Legal Team Launches All Out Assault Against Democrats’ Partisan Impeachment,Democrats,Negative
1178,Newt Gingrich: Trump impeachment will bring Pelosi and House Democrats condemnation by history,Democrats,Negative
1179,Trump accuses ‘unhinged’ Democrats of 'defending the life' of Iran's Soleimani,Democrats,Negative
1180,Democrats Want To Outlaw 'Racist' Single-Family Housing In Virginia,Democrats,Positive
1181,GOP Senators Suggest Multiple Democrats Could Vote to Acquit Trump in Senate,Democrats,Neutral
1182,GOP Senators Suggest Multiple Democrats Could Vote to Acquit Trump in Senate,GOP,Neutral
1183,Virginia Republican Running To Become First Female Marine Elected To Congress,Republicans,Positive
1184,Wisconsin’s Supreme Court race is just the latest win for Democrats in this presidential swing state - The Washington Post,Democrats,Positive
1185,Republican Party sets fundraising record amid impeachment battle,Republicans,Positive
1186,CNN Impeachment Poll Has Bad News For Democrats: Support Among Democrats Drops By Double Digits,Democrats,Negative
1187,"Democrats Given Instruction: ‘Don’t Cheer,’ Act ‘Solemn’ During Impeachment Vote",Democrats,Negative
1188,"Democrats Attack ‘Traitor’ ‘Rat’ Jeff Van Drew For Leaving Party, Staff Resigns",Democrats,Negative
1189,Democrats Vow To Continue Impeachment Investigations Regardless Of Senate Outcome,Democrats,Neutral
1190,Trump says higher voting levels would hurt Republicans - The Washington Post,Republicans,Negative
1191,"‘American People Are Smarter and Better’ Than Democrats Think, Says Sarah Sanders on Impeachment",Democrats,Negative
1192,"WATCH: House Democrats delayed impeachment vote in effort to gain more TV viewers, congressman admits",Democrats,Negative
1193,"CNN admits Trump correct, that 2 Democrats misquoted Ukraine call during impeachment markup session",Democrats,Negative
1194,"New witnesses force media, Democrats to confront Biden allegations",Democrats,Negative
1195,CNN’s Cillizza Mocks Republicans Over Poll That Was Worse For Dems,Republicans,Negative
1196,'Conservative Squad' forms to combat socialism: 'This is not your grandfather's GOP anymore',GOP,Positive
1197,GOP accuses Biden of ‘hiding documents’ after denial on Tara Reade claims,GOP,Negative
1198,Senate Democrat Says Republican Leader's Plan to Resume Work Puts Lives in Danger,Republicans,Negative
1199,Republicans Say They May Call No Witnesses During Senate Trial,Republicans,Neutral
1200,New Poll: Majority of Democrats Say Obama Was a Better President Than Washington,Democrats,Neutral
1201,"Democrats unveil impeachment articles, as White House slams 'baseless and partisan' effort",Democrats,Negative
1202,U.S. Congressional Democrats Push for Coronavirus Medical Supply Czar,Democrats,Positive
1203,"Trump Has Taunting Message For Democrats After ‘Historically Bad’ Hearing: ‘Do It Now, Fast’",Democrats,Negative
1204,Appeals Court: Deutsche Bank Must Turn Over Trump Financial Records to Democrats,Democrats,Neutral
1205,House leaders seek to expedite emergency aid package amid uncertainty about GOP lawmaker delaying measure - The Washington Post,GOP,Negative
1206,"Democrats seeking impeachment 'off ramp' as constituents turn up heat, GOP's Andy Biggs says",GOP,Negative
1207,"House Democrats vote to adopt Trump impeachment report, blast scheme to 'solicit foreign interference' in 2020 race",Democrats,Neutral
1208,"The Cybersecurity 202: Democrats see coronavirus stimulus as last, best chance for vote-by-mail push - The Washington Post",Democrats,Neutral
1209,"Clarence Thomas Slams Joe Biden, Democrats for Handling of His Confirmation Hearings",Democrats,Negative
1210,Anti-Trump GOP strategist hurls insults at black supporters of the president in reaction to recent polls,GOP,Negative
1211,GOP House Candidate Who Fled Communist Cuba Slams Ariana Grande For Supporting Bernie Sanders,GOP,Negative
1212,"Republicans to Subpoena Whistleblower, Hunter Biden, Alexandra Chalupa",Republicans,Neutral
1213,GOP senator says only small percentage of population might die of coronavirus - The Washington Post,GOP,Positive
1214,Trump praises Rep. Stefanik after Yovanovitch hearing: ‘A new Republican star is born',Republicans,Positive
1215,"GOP Sen. Johnson: I’ll Subpoena Bidens, Schiff, and Whistleblower if Necessary",GOP,Negative
1216,Fox News viewers are more confident in Trump on coronavirus than are Republicans - The Washington Post,Republicans,Negative
1217,GONE IN 30 SECONDS: GOP Rep Takes Down Dem Witness In Record Time (VIDEO),GOP,Positive
1218,"70 Percent of Democrats Are Increasingly Mad, Lonely, Because of Politics",Democrats,Negative
1219,New Remarks From Top Ukrainian Official Damages Democrats’ Impeachment Narrative,Democrats,Negative
1220,Some Republicans remain skeptical of the severity of the coronavirus pandemic - The Washington Post,Republicans,Negative
1221,Jim Jordan Shreds Democrats’ Impeachment Witness: ‘What You Heard Did Not Happen’ (VIDEO),Democrats,Negative
1222,"Rep. McCarthy: Democrats 'so afraid' of facing Trump in 2020, 'they’re trying to frame him'",Democrats,Negative
1223,"Schiff sets stage for impeachment hearings, warns GOP about going after Bidens",GOP,Negative
1224,"Liberal Democrat Dershowitz Compares Democrats To Russian Secret Police Under Stalin, Blisters CNN",Democrats,Negative
1225,Senate Democrats privately mull witness trade in impeachment trial: A Biden for Bolton - The Washington Post,Democrats,Negative
1226,"Trump’s lawyers, Senate GOP allies work privately to ensure Bolton does not testify publicly - The Washington Post",GOP,Negative
1227,"Trump expands legal team to include Alan Dershowitz, Kenneth Starr as Democrats release new documents - The Washington Post",Democrats,Neutral
1228,The Technology 202: Pelosi's Facebook slam reflects rising tensions between social media giant and Democrats - The Washington Post,Democrats,Negative
1229,Leading Democrats Stand Behind Biden After Sexual-Assault Allegation,Democrats,Negative
1230,Medicare for More Works Well for Democrats,Democrats,Positive
1231,Top U.S. Senate Republican Says Aid for States Needs to Focus on Coronavirus,Republicans,Neutral
1232,Wisconsin Republicans File Lawsuit Challenging Coronavirus Shutdown Order,Republicans,Negative
1233,Republican-Led Review Backs Intelligence Findings on Russian Interference,Republicans,Neutral
1234,Republicans Fret as Mnuchin Bargains With Democrats to Break Funding Impasse,Republicans,Negative
1235,House Democrats Back Changing Rules to Allow Remote Voting During Pandemic,Democrats,Negative
1236,Democrats Push for Coronavirus Workplace Safety Rules,Democrats,Neutral
1237,Trump Keeps Talking. Some Republicans Don’t Like What They’re Hearing.,Republicans,Negative
1238,"As Pandemic Imperils Elections, Democrats Clash With Trump on Voting Changes",Democrats,Negative
1239,House Democrats Call for Answers on VA’s Mask Supplies,Democrats,Positive
1240,"Maryland’s Governor, a Republican, Is Willing to Spar With Trump for Supplies",Republicans,Negative
1241,Democrats in Key Senate Races Outraise Republican Opponents,Democrats,Positive
1242,"Democrats Fear for Their Convention. For Republicans, ‘The Show Must Go On.’",Democrats,Negative
1243,"Democrats Fear for Their Convention. For Republicans, ‘The Show Must Go On.’",Republicans,Negative
1244,"Joe Biden Seeks to Unite Democrats With Medicare, Student-Debt Proposals",Democrats,Positive
1245,Bernie Sanders’s Allies Aim to Keep Shaking Up Democratic Party,Democratic Party,Negative
1246,Democrats Sue Wisconsin Officials to Extend Deadlines for Early Voting,Democrats,Neutral
1247,House Passes Coronavirus Relief After Democrats Strike Deal With White House,Democrats,Positive
1248,GOP Fundraiser’s Coronavirus-Gear Business Puts Senate Campaigns in Tough Spot,GOP,Negative
1249,Meet the Trump Fan Accused of Registering Democrats as Republicans,Republicans,Negative
1250,Quandary for 2020 Democrats: Which Criminal Justice Changes Get Priority?,Democrats,Neutral
1251,Trump Accuses Media and Democrats of Exaggerating Coronavirus Threat,Democrats,Negative
1252,Here’s How Tom Steyer’s Lavish Spending Divided South Carolina Democrats,Democrats,Negative
1253,House Democrats Sketch Out Priorities for Next Coronavirus Stimulus Bill,Democrats,Neutral
1254,Charter Schools in Surprise Political Fight as Trump and Democrats Turn Away,Democrats,Negative
1255,Oregon Republicans Disappear for Another Climate Vote,Republicans,Negative
1256,GOP-Tied Groups Challenge Shift of Bloomberg Cash to Democrats,Democrats,Negative
1257,Democrats Look Ahead From Nevada and See a Common Enemy: Bloomberg,Democrats,Neutral
1258,"Troy Price, Iowa Democratic Party Leader, Resigns Over Caucus Debacle",Democratic Party,Negative
1259,President Trump Joins Democrats in Calls to Block Share Buybacks,Democrats,Positive
1260,"Senate Democrats Call for More Sanctions on Russian Businessman, Citing Election Meddling",Democrats,Neutral
1261,Republicans Edge Away From Trump on Coronavirus Response,Republicans,Negative
1262,Tuesday’s Vote Shows Older and Moderate Democrats Drive Primaries,Democrats,Neutral
1263,"Republicans’ various election-year investigations of Joe Biden, Burisma and Democrats, explained - The Washington Post",Republicans,Neutral
1264,"After impeachment vote, Romney is now a pariah among Republicans - The Washington Post",Republicans,Negative
1265,"Montana Gov. Steve Bullock to run for Senate, boosting Democrats’ fortunes in their bid to claim Senate majority - The Washington Post",Democrats,Positive
1266,Independents outnumber registered Republicans for the first time - The Washington Post,Republicans,Negative
1267,Super Tuesday looms large as Democrats seek to shore up South Carolina support - The Washington Post,Democrats,Neutral
1268,"As his position strengthens, Sanders keeps clashing with other Democrats - The Washington Post",Democrats,Negative
1269,The Democrats Self-Quarantine,Democrats,Neutral
1270,What young South Carolina Democrats want most? Big change.  - The Washington Post,Democrats,Neutral
1271,Democrats sharpen their differences as they head toward Iowa caucuses - The Washington Post,Democrats,Neutral
1272,Michigan Democrats Will Offer General Election Clues to Trump Campaign,Democrats,Neutral
1273,"Whoever the Democrats nominate, it is not 1972 - The Washington Post",Democrats,Negative
1274,Newly Empowered Virginia Democrats Pass Progressive Agenda,Democrats,Positive
