city,country,daily_change.absoluteChange,daily_change.currentprice,daily_change.percentageChange,ebitda,esgrating.environment_score,esgrating.governance_score,esgrating.social_score,esgrating.total,exchange,fulltimeemployees,idnumber,industry,longbusinesssummary,longname,longnamesort,marketcap,revenuegrowth,sector,shortname,state,symbol,weight
Newark,United States,0,57.11,0,2729999872,500,205,300,1005,NYQ,12684,359,Utilitiesâ€”Regulated Electric,"Public Service Enterprise Group Incorporated, through its subsidiaries, operates as an energy company primarily in the Northeastern and Mid-Atlantic United States. It operates through two segments, PSE&G and PSEG Power. The PSE&G segment transmits electricity; distributes electricity and gas to residential, commercial, and industrial customers, as well as invests in solar generation projects, and energy efficiency and related programs; and offers appliance services and repairs. As of December 31, 2021, it had electric transmission and distribution system of 25,000 circuit miles and 862,000 poles; 56 switching stations with an installed capacity of 39,353 megavolt-amperes (MVA), and 235 substations with an installed capacity of 9,285 MVA; four electric distribution headquarters and five electric sub-headquarters; and 18,000 miles of gas mains, 12 gas distribution headquarters, two sub-headquarters, and one meter shop, as well as 58 natural gas metering and regulating stations. Public Service Enterprise Group Incorporated was incorporated in 1985 and is based in Newark, New Jersey.",Public Service Enterprise Group Incorporated,PublicServiceEnterpriseGroupIncorporated,33687336960,-0.199,Utilities,Public Service Enterprise Group,NJ,PEG,0.00097201
Glendale,United States,0,289.1,0,2647535104,235,205,245,685,NYQ,5800,360,REITâ€”Industrial,"Public Storage, a member of the S&P 500 and FT Global 500, is a REIT that primarily acquires, develops, owns and operates self-storage facilities. At September 30, 2020, we had: (i) interests in 2,504 self-storage facilities located in 38 states with approximately 171 million net rentable square feet in the United States, (ii) an approximate 35% common equity interest in Shurgard Self Storage SA (Euronext Brussels:SHUR) which owned 239 self-storage facilities located in seven Western European nations with approximately 13 million net rentable square feet operated under the Â“ShurgardÂ” brand and (iii) an approximate 42% common equity interest in PS Business Parks, Inc. (NYSE:PSB) which owned and operated approximately 28 million rentable square feet of commercial space at September 30, 2020. Our headquarters are located in Glendale, California.",Public Storage,PublicStorage,54798438400,0.263,Real Estate,Public Storage,CA,PSA,0.001581147
Atlanta,United States,0,43.62,0,3010532096,215,240,203,658,NYQ,6182,361,Residential Construction,"PulteGroup, Inc., through its subsidiaries, primarily engages in the homebuilding business in the United States. It acquires and develops land primarily for residential purposes; and constructs housing on such land. The company also offers various home designs, including single-family detached, townhomes, condominiums, and duplexes under the Centex, Pulte Homes, Del Webb, DiVosta Homes, American West, and John Wieland Homes and Neighborhoods brand names. As of December 31, 2021, it controlled 228,296 lots, of which 109,078 were owned and 119,218 were under land option agreements. In addition, the company arranges financing through the origination of mortgage loans primarily for homebuyers; sells the servicing rights for the originated loans; and provides title insurance policies, and examination and closing services to homebuyers. PulteGroup, Inc. was formerly known as Pulte Homes, Inc. and changed its name to PulteGroup, Inc. in March 2010. The company was founded in 1950 and is headquartered in Atlanta, Georgia.","PulteGroup, Inc.",PulteGroupInc,10297073664,0.169,Consumer Cyclical,"PulteGroup, Inc.",GA,PHM,0.00029711
Greensboro,United States,0,98.75,0,1661084032,535,305,310,1150,NMS,8900,362,Semiconductors,"Qorvo, Inc. develops and commercializes technologies and products for wireless, wired, and power markets worldwide. The company operates through two segments, Mobile Products, and Infrastructure and Defense Products. It offers mobile devices, such as smartphones, wearables, laptops, tablets and other devices; radio frequency power management integrated circuits, ultra-wideband (UWB) system-on-a-chip (SoC) and system-in-package (SiP) solutions, MEMS-based sensors, antenna tuners, and antennaplexers, as well as discrete multiplexers, duplexers, filters, and switches; and cellular base stations include switch-low noise amplifier (LNA) modules, variable gain amplifiers, integrated power amplifier (PA) Doherty modules, discrete LNAs, and high power GaN amplifiers. The company's also provides SiC products, such as Schottky diodes and transistors for automotive, industrial, IT infrastructure and renewable energy markets; SoC hardware, firmware, and application software for smart home applications; power management solutions include programmable power management integrated circuits (ICs) and power application controllers; RF products and compound semiconductor foundry services to defense primes and other global defense and aerospace customers; RF connectivity and UWB SoC solutions for automotive connectivity; and Wi-Fi products, such as PAs, switches, LNAs and bulk acoustic wave filters, as well as integrated solutions including front end modules (FEMs) and integrated FEMs. It sells its products directly to original equipment manufacturers and original design manufacturers, as well as through a network of sales representative firms and distributors. The company was founded in 1957 and is headquartered in Greensboro, North Carolina.","Qorvo, Inc.",QorvoInc,9610343424,0.087,Technology,"Qorvo, Inc.",NC,QRVO,0.000277296
San Diego,United States,0.25,126.27,0.2,16792999936,409,300,300,1009,NMS,45000,363,Semiconductors,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies for the wireless industry worldwide. The company operates through three segments: Qualcomm CDMA Technologies (QCT); Qualcomm Technology Licensing (QTL); and Qualcomm Strategic Initiatives (QSI). The QCT segment develops and supplies integrated circuits and system software based on 3G/4G/5G and other technologies for use in wireless voice and data communications, networking, application processing, multimedia, and global positioning system products. The QTL segment grants licenses or provides rights to use portions of its intellectual property portfolio, which include various patent rights useful in the manufacture and sale of wireless products comprising products implementing CDMA2000, WCDMA,LTE and/or OFDMA-based 5G standards and their derivatives. The QSI segment invests in early-stage companies in various industries, including 5G, artificial intelligence, automotive, consumer, enterprise, cloud, and IoT, and investment for supporting the design and introduction of new products and services for voice and data communications, new industries, and applications. It also provides development, and other services and related products to the United States government agencies and their contractors. QUALCOMM Incorporated was incorpotared in 1985 and is headquartered in San Diego, California.",QUALCOMM Incorporated,QUALCOMMIncorporated,1.42E+11,0.357,Technology,QUALCOMM Incorporated,CA,QCOM,0.004092864
Houston,United States,0,144.05,0,1155425024,540,310,382,1232,NYQ,43700,364,Engineering & Construction,"Quanta Services, Inc. provides specialty contracting services worldwide. The Electric Power Infrastructure Solutions segment engages in the design, procurement, construction, upgrade, repair, and maintenance of electric power transmission and distribution infrastructure and substation facilities; energized installation, maintenance, and upgrade of electric power infrastructure projects; installation of smart grid technologies on electric power networks; and design, installation, maintenance, and repair of commercial and industrial wirings. This segment also offers aviation services; emergency restoration services; and other engineering and technical services; design and construction solutions to wireline and wireless communications, cable multi-system operators, and other customers; and training for electric workers, as well as training for the gas distribution and communications industries. The Renewable Energy Infrastructure Solutions segment is the involved in engineering, procurement, construction, upgrade, repair, and maintenance services to renewable generation facilities, such as wind, solar, and hydropower generation facilities, as well as battery storage facilities; and provision of engineering and construction services for substations and switchyards, transmission, and other electrical infrastructures. The Underground Utility and Infrastructure Solutions segment offers design, engineering, construction, upgrade repair, and maintenance services to customers involved in the transportation, distribution, storage and processing of natural gas, oil, and other products; fabrication of pipeline support systems and related structures and facilities; and engineering and construction of pipeline and storage systems, and compressor and pump stations. The company was formerly known as Fabal Construction, Inc. and changed its name to Quanta Services, Inc. in November 1997. Quanta Services, Inc. was incorporated in 1997 and is headquartered in Houston, Texas.","Quanta Services, Inc.",QuantaServicesInc,20132259840,0.467,Industrials,"Quanta Services, Inc.",TX,PWR,0.000580894
Secaucus,United States,0,147.94,0,2560000000,230,205,300,735,NYQ,50000,365,Diagnostics & Research,"Quest Diagnostics Incorporated provides diagnostic testing, information, and services in the United States and internationally. The company develops and delivers diagnostic information services, such as routine testing, non-routine and advanced clinical testing, anatomic pathology testing, and other diagnostic information services. It offers diagnostic information services primarily under the Quest Diagnostics brand, as well as under the AmeriPath, Dermpath Diagnostics, ExamOne, and Quanum brands to patients, clinicians, hospitals, independent delivery networks, health plans, employers, direct contract entities, and accountable care organizations through a network of laboratories, patient service centers, phlebotomists in physician offices, call centers and mobile paramedics, nurses, and other health and wellness professionals. The company also provides risk assessment services for the life insurance industry; and healthcare organizations and clinicians robust information technology solutions. Quest Diagnostics Incorporated was founded in 1967 and is headquartered in Secaucus, New Jersey.",Quest Diagnostics Incorporated,QuestDiagnosticsIncorporated,15406752768,-0.038,Healthcare,Quest Diagnostics Incorporated,NJ,DGX,0.000444544
New York,United States,-2.27,101.6,-2.19,1055800000,420,303,352,1075,NYQ,13500,366,Apparel Manufacturing,"Ralph Lauren Corporation designs, markets, and distributes lifestyle products in North America, Europe, Asia, and internationally. The company offers apparel, including a range of men's, women's, and children's clothing; footwear and accessories, which comprise casual shoes, dress shoes, boots, sneakers, sandals, eyewear, watches, fashion and fine jewelry, scarves, hats, gloves, and umbrellas, as well as leather goods, such as handbags, luggage, small leather goods, and belts; home products consisting of bed and bath lines, furniture, fabric and wallcoverings, lighting, tabletop, kitchen linens, floor coverings, and giftware; and fragrances. It sells apparel and accessories under the Ralph Lauren Collection, Ralph Lauren Purple Label, Polo Ralph Lauren, Double RL, Lauren Ralph Lauren, Polo Golf Ralph Lauren, Ralph Lauren Golf, RLX Ralph Lauren, Polo Ralph Lauren Children, and Chaps brands; women's fragrances under the Ralph Lauren Collection, Woman by Ralph Lauren, Romance Collection, and Ralph Collection brand names; and men's fragrances under the Polo Blue, Ralph's Club, Safari, Purple Label, Polo Red, Polo Green, Polo Black, Polo Sport, and Big Pony Men's brand names. The company's restaurant collection includes The Polo Bar in New York City; RL Restaurant in Chicago; Ralph's in Paris; The Bar at Ralph Lauren located in Milan; and Ralph's Coffee concept. It sells its products to department stores, specialty stores, and golf and pro shops, as well as directly to consumers through its retail stores, concession-based shop-within-shops, and its digital commerce sites. The company directly operates 504 retail stores and 684 concession-based shop-within-shops; and operates 175 Ralph Lauren stores, 329 factory stores, and 148 stores and shops through licensing partners. Ralph Lauren Corporation was founded in 1967 and is headquartered in New York, New York.",Ralph Lauren Corporation,RalphLaurenCorporation,7087108096,0.183,Consumer Cyclical,Ralph Lauren Corporation,NY,RL,0.000204491
Saint Petersburg,United States,0,122.86,0,,505,305,309,1119,NYQ,15000,367,Capital Markets,"Raymond James Financial, Inc., a diversified financial services company, provides private client group, capital markets, asset management, banking, and other services to individuals, corporations, and municipalities in the United States, Canada, and Europe. The Private Client Group segment offers investment services, portfolio management services, insurance and annuity products, and mutual funds; support to third-party product partners, including sales and marketing support, as well as distribution and accounting, and administrative services; margin loans; and securities borrowing and lending services. The Capital Markets segment provides investment banking services, including equity underwriting, debt underwriting, and merger and acquisition advisory services; and fixed income and equity brokerage services. The Asset Management segment offers asset management, portfolio management, and related administrative services to retail and institutional clients; and administrative support services, such as record-keeping. The Raymond James Bank segment provides insured deposit accounts; commercial and industrial, commercial real estate (CRE) and CRE construction, tax-exempt, residential, securities-based, and other loans; and loan syndication services. The Other segment engages in the private equity investments, including various direct and third-party private equity investments; and legacy private equity funds. The company was founded in 1962 and is headquartered in St. Petersburg, Florida.","Raymond James Financial, Inc.",RaymondJamesFinancialInc,22568554496,0.065,Financial Services,"Raymond James Financial, Inc.",FL,RJF,0.00065119
Waltham,United States,-0.22,95.57,-0.23,11269000192,520,400,330,1250,NYQ,174000,368,Aerospace & Defense,"Raytheon Technologies Corporation, an aerospace and defense company, provides systems and services for the commercial, military, and government customers worldwide. It operates through four segments: Collins Aerospace Systems, Pratt & Whitney, Raytheon Intelligence & Space, and Raytheon Missiles & Defense. The Collins Aerospace Systems segment offers aerospace and defense products, and aftermarket service solutions for aircraft manufacturers and airlines, as well as regional, business, and general aviation; and for defense and commercial space operations. This segment also designs, produces, and supports cabin interior, communications and aviation systems, oxygen systems, food and beverage preparation, storage and galley systems, and lavatory and wastewater management systems; airborne intelligence, surveillance and reconnaissance systems, test and training range systems, crew escape systems, and simulation and training solutions; information management services; and aftermarket services that include spare parts, overhaul and repair, engineering and technical support, training and fleet management solutions, and information management services. The Pratt & Whitney segment supplies aircraft engines for commercial, military, business jet, and general aviation customers; and produces, sells, and services military and commercial auxiliary power units. The Raytheon Intelligence & Space segment develops and provides integrated space, communication, and sensor systems for missions, training, and cyber and software solutions to intelligence, defense, federal, and commercial customers. The Raytheon Missiles & Defense segment designs, develops, produces, and sustains integrated air and missile defense systems; defensive and combat solutions; land- and sea-based radars; command, control, communications, and intelligence solutions; and naval and undersea sensor solutions for the U.S. and foreign government customers. The company is headquartered in Waltham, Massachusetts.",Raytheon Technologies Corporation,RaytheonTechnologiesCorporation,1.27E+11,0.027,Industrials,Raytheon Technologies Corporati,MA,RTX,0.003668812
San Diego,United States,0,64.74,0,2235880960,500,300,300,1100,NYQ,367,369,REITâ€”Retail,"Realty Income, The Monthly Dividend Company, is an S&P 500 company dedicated to providing stockholders with dependable monthly income. The company is structured as a REIT, and its monthly dividends are supported by the cash flow from over 6,500 real estate properties owned under long-term lease agreements with our commercial clients. To date, the company has declared 608 consecutive common stock monthly dividends throughout its 52-year operating history and increased the dividend 109 times since Realty Income's public listing in 1994 (NYSE: O). The company is a member of the S&P 500 Dividend Aristocrats index. Additional information about the company can be obtained from the corporate website at www.realtyincome.com.",Realty Income Corporation,RealtyIncomeCorporation,36191985664,0.828,Real Estate,Realty Income Corporation,CA,O,0.001044279
Jacksonville,United States,0,65.48,0,800803008,575,365,372,1312,NMS,432,370,REITâ€”Retail,"Regency Centers is the preeminent national owner, operator, and developer of shopping centers located in affluent and densely populated trade areas. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",Regency Centers Corporation,RegencyCentersCorporation,10077596672,0.104,Real Estate,Regency Centers Corporation,FL,REG,0.000290778
Tarrytown,United States,0.56,729.29,0.08,9413799936,505,305,327,1137,NMS,10492,371,Biotechnology,"Regeneron Pharmaceuticals, Inc. discovers, invents, develops, manufactures, and commercializes medicines for treating various diseases worldwide. The company's products include EYLEA injection to treat wet age-related macular degeneration and diabetic macular edema; myopic choroidal neovascularization; and diabetic retinopathy, as well as macular edema following retinal vein occlusion, including macular edema following central retinal vein occlusion and macular edema following branch retinal vein occlusion. It also provides Dupixent injection to treat atopic dermatitis and asthma in adults and pediatrics; Libtayo injection to treat metastatic or locally advanced cutaneous squamous cell carcinoma;Praluent injection for heterozygous familial hypercholesterolemia or clinical atherosclerotic cardiovascular disease in adults; REGEN-COV for covid-19; and Kevzara solution for treating rheumatoid arthritis in adults. In addition, the company offers Inmazeb injection for infection caused by Zaire ebolavirus; ARCALYST injection for cryopyrin-associated periodic syndromes, including familial cold auto-inflammatory syndrome and muckle-wells syndrome; and ZALTRAP injection for intravenous infusion to treat metastatic colorectal cancer; and develops product candidates for treating patients with eye, allergic and inflammatory, cardiovascular and metabolic, infectious, and rare diseases; and cancer, pain, and hematologic conditions. It has collaboration and license agreements with Sanofi; Bayer; Teva Pharmaceutical Industries Ltd.; Mitsubishi Tanabe Pharma Corporation; Alnylam Pharmaceuticals, Inc.; Roche Pharmaceuticals; and Kiniksa Pharmaceuticals, Ltd., as well as has an agreement with the U.S. Department of Health and Human Services, as well as with Zai Lab Limited; Intellia Therapeutics, Inc.; Biomedical Advanced Research Development Authority; and AstraZeneca PLC. The company was incorporated in 1988 and is headquartered in Tarrytown, New York.","Regeneron Pharmaceuticals, Inc.",RegeneronPharmaceuticalsInc,76929810432,0.173,Healthcare,"Regeneron Pharmaceuticals, Inc.",NY,REGN,0.002219723
Birmingham,United States,0,23.13,0,,218,200,300,718,NYQ,19673,372,Banksâ€”Regional,"Regions Financial Corporation, a financial holding company, provides banking and bank-related services to individual and corporate customers. It operates through three segments: Corporate Bank, Consumer Bank, and Wealth Management. The Corporate Bank segment offers commercial banking services, such as commercial and industrial, commercial real estate, and investor real estate lending; equipment lease financing; deposit products; and securities underwriting and placement, loan syndication and placement, foreign exchange, derivatives, merger and acquisition, and other advisory services. It serves corporate, middle market, and commercial real estate developers and investors. The Consumer Bank segment provides consumer banking products and services related to residential first mortgages, home equity lines and loans, consumer credit cards, and other consumer loans, as well as deposits. The Wealth Management segment offers credit related products, and retirement and savings solutions; and trust and investment management, asset management, and estate planning services to individuals, businesses, governmental institutions, and non-profit entities. The company also provides investment and insurance products; low-income housing tax credit corporate fund syndication services; and other specialty financing services. As of March 01, 2022, it operated through a network of 1,300 banking offices and 2,000 automated teller machines across the South, Midwest, and Texas. Regions Financial Corporation was founded in 1971 and is headquartered in Birmingham, Alabama.",Regions Financial Corporation,RegionsFinancialCorporation,21201014784,-0.12,Financial Services,Regions Financial Corporation,AL,RF,0.000611731
Phoenix,United States,0,128.82,0,3449799936,293,216,235,744,NYQ,35000,373,Waste Management,"Republic Services, Inc., together with its subsidiaries, offers environmental services in the United States. The company offers collection and processing of recyclable materials, collection, transfer and disposal of non-hazardous solid waste, and other environmental solutions. Its collection services include curbside collection of material for transport to transfer stations, landfills, or recycling processing centers; supply of recycling and waste containers; and renting of compactors. In addition, the company engages in the processing and sale of old corrugated containers, old newsprint, aluminum, glass, and other materials; and provision of landfill and transfer services. Further, it offers disposal of non-hazardous solid and liquid material and in-plant services, such as transportation and logistics. It serves small-container, large-container, and residential customers. As of December 31, 2021, the company operated through 356 collection operations, 239 transfer stations, 198 active landfills, 71 recycling processing centers, 6 saltwater disposal wells, and 7 deep injection wells, as well as 3 treatment, recovery, and disposal facilities in 41 states. It also operated 77 landfill gas-to-energy and renewable energy projects and had 124 closed landfills. The company was incorporated in 1996 and is based in Phoenix, Arizona.","Republic Services, Inc.",RepublicServicesInc,46289526784,0.144,Industrials,"Republic Services, Inc.",AZ,RSG,0.001335632
San Diego,United States,0,223.63,0,1099960064,330,300,312,942,NYQ,7970,374,Medical Instruments & Supplies,"ResMed Inc. develops, manufactures, distributes, and markets medical devices and cloud-based software applications for the healthcare markets. The company operates in two segments, Sleep and Respiratory Care, and Software as a Service. It offers various products and solutions for a range of respiratory disorders, including technologies to be applied in medical and consumer products, ventilation devices, diagnostic products, mask systems for use in the hospital and home, headgear and other accessories, dental devices, and cloud-based software informatics solutions to manage patient outcomes, as well as provides customer and business processes. The company also provides AirView, a cloud-based system that enables remote monitoring and changing of patients' device settings; myAir, a personalized therapy management application for patients with sleep apnea that provides support, education, and troubleshooting tools for increased patient engagement and improved compliance; U-Sleep, a compliance monitoring solution that enables home medical equipment (HME)to streamline their sleep programs; and connectivity module and propeller solutions. In addition, it offers out-of-hospital software solution, such as Brightree business management software and service solutions to providers of HME, pharmacy, home infusion, orthotics, and prosthetics services; MatrixCare care management and related ancillary solutions to senior living, skilled nursing, life plan communities, home health, home care, and hospice agencies, as well as related accountable care organizations; and HEALTHCAREfirst that offers electronic health record, software, billing and coding services, and analytics for home health and hospice agencies. The company markets its products primarily to sleep clinics, home healthcare dealers, and hospitals through a network of distributors and direct sales force in approximately 140 countries. ResMed Inc. was founded in 1989 and is headquartered in San Diego, California.",ResMed Inc.,ResMedInc,32679841792,0.125,Healthcare,ResMed Inc.,CA,RMD,0.00094294
Menlo Park,United States,0,78,0,1039779008,255,310,334,899,NYQ,14600,375,Staffing & Employment Services,"Robert Half International Inc. provides staffing and risk consulting services in North America, South America, Europe, Asia, and Australia. The company operates through three segments: Temporary and Consultant Staffing, Permanent Placement Staffing, and Risk Consulting and Internal Audit Services. It places temporary services for accounting, finance, and bookkeeping; temporary and full-time office and administrative personnel consisting of executive and administrative assistants, receptionists, and customer service representatives; full-time accounting, financial, tax, and accounting operations personnel; and information technology contract professionals and full-time employees in the areas of platform systems integration to end-user technical and desktop support, including specialists in application development, networking and cloud, systems integration and deployment, database design and administration, and security and business continuity. The company also offers temporary and full-time employees in attorney, paralegal, legal administrative, and legal secretarial positions; and senior-level project professionals in the accounting and finance fields for financial systems conversions, expansion into new markets, business process re-engineering, business systems performance improvement, and post-merger financial consolidation. It is involved in serving professionals in the areas of creative, design, marketing, advertising, and public relations; and placing various positions, such as creative directors, graphics designers, web designers, media buyers, front end developers, copywriters, digital marketing managers, marketing analytics specialists, brand managers, and public relations specialists. The company provides internal audit, technology consulting, risk and compliance consulting, and business performance services. It serves clients and employment candidates. Robert Half International Inc. was founded in 1948 and is headquartered in Menlo Park, California.",Robert Half International Inc.,RobertHalfInternationalInc,8717138944,0.179,Industrials,Robert Half International Inc.,CA,RHI,0.000251523
Milwaukee,United States,0,269.54,0,1369900032,308,210,243,761,NYQ,25500,376,Specialty Industrial Machinery,"Rockwell Automation, Inc. provides industrial automation and digital transformation solutions in the United States and internationally. The company operates in three segments, Intelligent Devices, Software & Control, and Lifecycle Services. Its solutions include hardware and software products, and services. The Intelligent Devices segment offers drives, motion, safety, sensing, industrial components, and configured-to-order products. The Software & Control segment provides control and visualization software and hardware, information software, digital twin and simulation software, and network and security infrastructure solutions. The Lifecycle Services segment provides consulting, professional services and solutions, and connected and maintenance services. The company sells its solutions primarily through independent distributors in relation with its direct sales force. It serves discrete end markets, including automotive, semiconductor, warehousing and logistics, and other discrete markets, as well as general industries comprising printing and publishing, marine, glass, fiber and textiles, airports, and aerospace; hybrid end markets, such as food and beverage, life sciences, household and personal care, and tire, as well as eco industrial, including water/wastewater, waste management, mass transit, and renewable energy; and process end markets comprising oil and gas, mining, metals, chemicals, pulp and paper, and others. Rockwell Automation, Inc. was founded in 1903 and is headquartered in Milwaukee, Wisconsin.","Rockwell Automation, Inc.",RockwellAutomationInc,28093708288,0.065,Industrials,"Rockwell Automation, Inc.",WI,ROK,0.000810612
Atlanta,United States,0,41.47,0,539339008,500,305,300,1105,NYQ,16482,377,Personal Services,"Rollins, Inc., through its subsidiaries, provides pest and wildlife control services to residential and commercial customers in the United States and internationally. The company offers pest control services to residential properties protecting from common pests, including rodents, insects, and wildlife. It also provides workplace pest control solutions for customers across various end markets, such as healthcare, foodservice, and logistics. In addition, the company offers traditional and baiting termite protection, as well as ancillary services. It serves clients directly, as well as through franchisee operations. Rollins, Inc. was incorporated in 1948 and is headquartered in Atlanta, Georgia.","Rollins, Inc.",RollinsInc,17826934784,0.119,Consumer Cyclical,"Rollins, Inc.",GA,ROL,0.000514376
Sarasota,United States,0,435.95,0,2299500032,570,340,350,1260,NYQ,19300,378,Specialty Industrial Machinery,"Roper Technologies, Inc. designs and develops software, and engineered products and solutions. The company offers management, campus solutions, diagnostic and laboratory information management, enterprise management, information solutions, transportation management, financial and compliance management, and cloud-based financial analytics and performance management software; cloud-based software to the property and casualty insurance industry; and software, services, and technologies for foodservice operations. It also provides cloud-based data, collaboration, and estimating automation software; electronic marketplace; visual effects and 3D content software; wireless sensor network and solutions; cloud-based software for the life insurance and financial services industries; supply chain software; health care service and software; RFID card readers; data analytics and information; and pharmacy software solutions. In addition, the company offers precision rubber and polymer testing instruments, and data analysis software; ultrasound accessories; testing and analyzing plastic solutions; dispensers and metering pumps; control valves; precision weighing equipment; automated surgical scrub and linen dispensing equipment; water meters; optical and electromagnetic measurement systems; automated leak detection equipment; medical devices; products and services for water and gas utilities; and equipment and consumables. It also provides temperature control and emergency shutoff valves; turbomachinery control hardware, software, and services; specialized pumps; flow meter calibrators and controllers; vibration monitoring systems and controls; analytical instrument; drilling power section; and pressure and level sensors. The company was formerly known as Roper Industries, Inc. and changed its name to Roper Technologies, Inc. in April 2015. The company was incorporated in 1981 and is based in Sarasota, Florida.","Roper Technologies, Inc.",RoperTechnologiesInc,40332189696,,Industrials,"Roper Technologies, Inc.",FL,ROP,0.00116374
Dublin,United States,-0.13,97.67,-0.13,2522657024,375,300,325,1000,NMS,100000,379,Apparel Retail,"Ross Stores, Inc., together with its subsidiaries, operates off-price retail apparel and home fashion stores under the Ross Dress for Less and dd's DISCOUNTS brand names. Its stores primarily offer apparel, accessories, footwear, and home fashions. The company's Ross Dress for Less stores sell its products at department and specialty stores primarily to middle income households; and dd's DISCOUNTS stores sell its products at department and discount stores for households with moderate income. As of July 5, 2022, it operated approximately 1,950 stores under the Ross Dress for Less and dd's DISCOUNTS name in 40 states, the District of Columbia, and Guam. Ross Stores, Inc. was incorporated in 1957 and is headquartered in Dublin, California.","Ross Stores, Inc.",RossStoresInc,32061161472,-0.041,Consumer Cyclical,"Ross Stores, Inc.",CA,ROST,0.000925089
Miami,United States,-1.48,59.2,-2.44,-1732205056,503,310,327,1140,NYQ,84900,380,Travel Services,"Royal Caribbean Cruises Ltd. operates as a cruise company worldwide. The company operates cruises under the Royal Caribbean International, Celebrity Cruises, Azamara, and Silversea Cruises brands, which comprise a range of itineraries that call on approximately 1,000 destinations. As of February 25, 2022, it operated 61 ships. The company was founded in 1968 and is headquartered in Miami, Florida.",Royal Caribbean Cruises Ltd.,RoyalCaribbeanCruisesLtd,12925496320,41.901,Consumer Cyclical,D/B/A Royal Caribbean Cruises L,FL,RCL,0.000372951
New York,United States,4.37,359.03,1.23,4535000064,435,310,341,1086,NYQ,22850,381,Financial Data & Stock Exchanges,"S&P Global Inc., together with its subsidiaries, provides credit ratings, benchmarks, analytics, and workflow solutions in the global capital, commodity, and automotive markets. It operates in six divisions: S&P Global Ratings, S&P Dow Jones Indices, S&P Global Commodity Insights, S&P Global Market Intelligence, S&P Global Mobility, and S&P Global Engineering Solutions. The S&P Global Ratings division operates as an independent provider of credit ratings, research, and analytics, offering investors and other market participants information, ratings, and benchmarks. The S&P Dow Jones Indices division is an index provider that maintains various valuation and index benchmarks for investment advisors, wealth managers, and institutional investors. The S&P Global Commodity Insights division offers data and insights for global energy and commodity markets and enable its customers to make decisions. The S&P Global Market Intelligence division delivers data and technology solutions for customers to provide insights for making decisions. It offers data and services that bring end-to-end workflow solutions, including capital formation, data and distribution, ESG and sustainability, leveraged loans, private markets, sector coverage, supply chain, and issuer solutions, as well as credit, risk, and regulatory solutions. The S&P Global Mobility division provides insights derived from unmatched automotive data, enabling its customers to anticipate change and make decisions. The S&P Global Engineering Solutions division offers engineering expertise and solutions in industries, such as aerospace and defense, energy, architecture, construction, and transportation. Its solutions empower business and technical leaders to transform workflows and make decisions. S&P Global Inc. was founded in 1860 and is headquartered in New York, New York.",S&P Global Inc.,S&PGlobalInc,83070287872,0.185,Financial Services,S&P Global Inc.,NY,SPGI,0.002396899
San Francisco,United States,-0.87,161.2,-0.54,2676000000,215,200,241,656,NYQ,77810,382,Softwareâ€”Application,"Salesforce, Inc. provides customer relationship management technology that brings companies and customers together worldwide. Its Customer 360 platform empowers its customers to work together to deliver connected experiences for their customers. The company's service offerings include Sales to store data, monitor leads and progress, forecast opportunities, gain insights through analytics and relationship intelligence, and deliver quotes, contracts, and invoices; and Service that enables companies to deliver trusted and highly personalized customer service and support at scale. Its service offerings also comprise flexible platform that enables companies of various sizes, locations, and industries to build business apps to bring them closer to their customers with drag-and-drop tools; online learning platform that allows anyone to learn in-demand Salesforce skills; and Slack, a system of engagement. In addition, the company's service offerings include Marketing offering that enables companies to plan, personalize, and optimize one-to-one customer marketing journeys; and Commerce offering, which empowers brands to unify the customer experience across mobile, web, social, and store commerce points. Further, its service offerings comprise Tableau, an end-to-end analytics solution serving various enterprise use cases; and MuleSoft, an integration offering that allows its customers to unlock data across their enterprise. The company provides its service offering for customers in financial services, healthcare and life sciences, manufacturing, and other industries. It also offers professional services; and in-person and online courses to certify its customers and partners on architecting, administering, deploying, and developing its service offerings. The company provides its services through direct sales; and consulting firms, systems integrators, and other partners. Salesforce, Inc. was incorporated in 1999 and is headquartered in San Francisco, California.","Salesforce, Inc.",SalesforceInc,1.51E+11,0.243,Technology,"Salesforce, Inc.",CA,CRM,0.004343591
Boca Raton,United States,-2.67,292.51,-0.9,1551357056,250,215,251,716,NMS,1596,383,REITâ€”Specialty,"SBA Communications Corporation is a first choice provider and leading owner and operator of wireless communications infrastructure in North, Central, and South America and South Africa. By Â“Building Better Wireless,Â” SBA generates revenue from two primary businesses Â– site leasing and site development services. The primary focus of the Company is the leasing of antenna space on its multi-tenant communication sites to a variety of wireless service providers under long-term lease contracts. For more information please visit: www.sbasite.com.",SBA Communications Corporation,SBACommunicationsCorporation,33898334208,0.129,Real Estate,SBA Communications Corporation,FL,SBAC,0.000978098
