sentiment,headline,words
neutral,The company continued the development of a fully human antibody in its VAP-1 antibody program .,16
neutral,The profit after taxes was EUR 57.7 11.1 million .,10
neutral,"Westpac Banking Corp - Is to issue a benchmark , 3 year FRN deal in Euros .",17
neutral,"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",24
neutral,`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,16
neutral,`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .,19
neutral,`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,19
neutral,"`` Over the years , the color orange has become synonymous with quality .",14
neutral,"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .",23
neutral,`` The new unit is a major investment in the Finnish media scene .,14
neutral,`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',18
neutral,"`` This agreement is a direct result of LCC 's strategy and plan that was announced earlier this year , '' said Dean Douglas , LCC 's chief executive officer .",31
neutral,`` This could be us .,6
neutral,`` We are selling an information systems development business to the Finns .,13
neutral,"`` We have a group of 120 volunteers made up of Digicel employees who will manage the distribution ... Over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' Digicel Haiti CEO Maarten Boute said .",44
neutral,"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .",25
neutral,1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum .,37
negative,18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,17
positive,7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,39
neutral,"8,600 m , and at the time of investment it is fully leased to several tenants .",17
neutral,A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,24
positive,A profit is still on target .,7
neutral,A spokeswoman for the Italian fashion house declined comment on the settlement .,13
neutral,"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS .",42
negative,A total of 140 jobs will be reduced at the Raahe Steel Works .,14
neutral,"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",38
neutral,"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",33
neutral,ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,21
positive,"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",31
neutral,"According to Finnish financial services group Sampo 's CEO , Bj+�rn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",35
neutral,"According to Finnish L+�nnen Tehtaat 's CEO Matti Karppinen , now that L+�nnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",34
neutral,"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .",25
neutral,"Finnish property investment company Citycon will expand and refurbish +_kersberga shopping center in Stockholm , in Sweden .",18
neutral,"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",13
neutral,"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn .",31
neutral,"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",19
neutral,"After the transaction , Danske Bank becomes an equal player with Nordic bank group Nordea in the Nordic countries .",20
neutral,"Ahlstrom , headquartered in Helsinki , Finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .",26
neutral,"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",25
neutral,"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",35
neutral,"Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .",34
neutral,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",36
neutral,"Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .",26
neutral,"Aldata Solution Oyj Thomas Hoyer CFO More information : Aldata Solution Oyj , Thomas Hoyer , CFO , tel. +358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .",46
neutral,"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system .",48
neutral,"ALEXANDRIA , Va. , Nov. 19 -- Erkki Aho , Elimaki , Finland , has developed a method and apparatus in conjunction with a shoe press .",27
neutral,"ALEXANDRIA , Va. , Nov. 5 -- Risto Kontturi of Rajamaki , Finland , and Jari Ylinen of Hyvinkaa , Finland , have developed an automated transportation system with a user-controlled transport selection .",34
neutral,All depends on financing .,5
neutral,Almost two thirds of Olvi 's net sales come from outside Finland .,13
neutral,"Also , CBA is to issue a benchmark , 10 year fixed rate deal in Euros .",17
neutral,Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,19
neutral,"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .",33
neutral,"Among paper issues , Stora Enso R was little changed -- up 0.08 pct at 12.03 eur , UPM-Kymmene was 0.48 pct higher at 18.77 eur and M-real B added 0.50 pct to 3.99 eur .",36
neutral,An Android app will be coming soon .,8
neutral,An Apple spokeswoman said the company declined to comment .,10
neutral,Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,15
neutral,Around 250 of these reductions will be implemented through pension arrangements .,12
neutral,Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,23
neutral,As a consequence of the merger the number of administration personnel at the factories will be reduced by six .,20
neutral,"As a result , the number of personnel in Finland will be reduced by 158 .",16
negative,As a result some 20 persons will no longer be needed .,12
neutral,"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",25
neutral,"As part of the transaction , the +_+�nekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .",27
positive,"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",28
neutral,Aspo 's Group structure and business operations are developed persistently without any predefined schedules .,15
neutral,"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",17
neutral,"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",19
neutral,"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",28
neutral,"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million .",19
negative,"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",23
neutral,BM4 middle layer headbox will be equipped with a dilution control system .,13
neutral,Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,22
neutral,"By the end of 2006 , the number of joint branch offices will total 170 .",16
neutral,Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,16
neutral,"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .",31
neutral,Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,27
neutral,"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people .",16
neutral,Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,26
neutral,"Citigroup , Inc NYSE : C , Deutsche Bank NYSE : DB and Pohjola Bank are lead managers for the sale .",22
neutral,Coffee will be served starting at 14:30 EET as well as after the event .,15
neutral,Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,16
neutral,"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",23
neutral,"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",19
positive,"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",20
neutral,"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 .",43
neutral,Componenta will also offer a five-year subordinated loan for subscription by the public .,14
neutral,CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,20
neutral,Curators have divided their material into eight themes .,9
neutral,"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .",16
neutral,"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .",17
neutral,Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .,28
neutral,"Currently Glaston employs approximately 1,500 persons .",7
neutral,"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",17
neutral,Customers include hotels and restaurants as well as wholesalers and some retailers .,13
neutral,"Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems .",25
neutral,Deliveries will start in the second half of 2007 and the start-up of the mill is scheduled for 2008 .,20
neutral,Delivery is expected to take place later this month .,10
neutral,"Deutsche Beteiligungs , as well as a private equity fund it manages , first bought 75 % of MCE in a secondary buyout from White Plains , N.Y. , financial investor Andlinger & Co. in 2007 .",37
neutral,Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 .,14
neutral,Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .,16
neutral,"Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says .",23
neutral,"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",23
neutral,Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,21
neutral,"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-market services .",19
neutral,"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",45
neutral,"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",25
neutral,"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .",31
neutral,EUR 152.4 mn of this was net interest income .,10
neutral,"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",29
neutral,Financing of the project will come mainly from China .,10
neutral,Finnish component supplier Componenta Corporation OMX Helsinki : CTH1V said on Monday 16 June that it is changing its pricing cycle due to the increase of raw material prices .,30
neutral,Finnish construction company YIT HEL : YTY1V said it had agreed to take over German facility engineering and facility systems firm Caverion for EUR73m USD90 .3 m .,28
neutral,Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,37
neutral,"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",17
neutral,Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009 .,29
neutral,"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",31
negative,Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,22
neutral,"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .",24
neutral,"Fiskars R , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. .",30
neutral,"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling .",23
neutral,"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",20
neutral,"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",33
neutral,"Following the divestment , Fiskars 's Outdoor unit will comprise the brands Gerber , Silva and Buster , and will focus on multi-tools , knives , compasses , mobile lighting , pedometers , and aluminium boats .",37
neutral,"Following the issue , the number of shares in the Swedish company will grow by 9 % .",18
neutral,"Following the transaction , Tulikivi restructured its operations into the Soapstone Fireplaces Business , Natural Stone Product Business and Ceramic Products Business units .",24
neutral,"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .",20
neutral,"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",18
neutral,Fortum is now considering taking part in nuclear energy projects outside of Finland .,14
neutral,"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",17
neutral,"Garmin fell 4.5 percent to $ 34.53 at 1:33 p.m. in New York , while Google slid 0.7 percent at $ 576.50 .",23
neutral,GE is building the facility with wind power developer Invenergy Wind LLC .,13
neutral,"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",17
neutral,Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .,20
neutral,"GS Engineering will install the valves at a liquefied natural gas LNG plant it has built for UAE LNG extraction and gas plants operator GASCO in Ruwais , UAE .",30
neutral,"GUANGDONG , October 26 , SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic , Qingyuan City of Guangdong Province .",32
neutral,"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations .",32
neutral,High winds also toppled three semi-trailers on I-15 north of Barstow .,12
neutral,HK Ruokatalo 's target is to know the consumers .,10
neutral,"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company .",22
neutral,"However , the production is almost entirely very labor intensive and based on small investments only .",17
positive,"In 2006 , the company intends to invest significantly in expanding its distribution and maintenance network .",17
neutral,"In 2007 , Etteplan had turnover of EUR125 .2 m.",10
neutral,"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",20
neutral,In 2007 Etteplan reported a turnover of EUR125 .2 m.,10
neutral,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",16
neutral,In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,16
neutral,"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",15
neutral,"In addition , the company is considering the start of production in Russia .",14
negative,"In addition , the company will reduce a maximum of ten jobs .",13
neutral,"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",27
neutral,"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",38
positive,"In addition to Russia , we now seek additional growth in Ukraine .",13
neutral,"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",19
neutral,"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",24
neutral,"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",26
neutral,"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",19
positive,"In banking , Sampo A was unchanged at 14.24 eur and Nordea rose 0.42 pct to 9.51 eur .",19
neutral,"In Finland , Alma Media will focus on quality and developing chain operations .",14
neutral,"In Finland , the five largest brands control 90 % of the beer market .",15
negative,in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,35
neutral,In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. .,18
neutral,"In November , the Finnish government decreased its ownership in the company further to 31.1 percent from 38 percent .",20
neutral,In Sweden the agreement covers data communication services as well .,11
neutral,"In the automobile space , Maruti is the most searched brand in cars .",14
positive,"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week .",29
neutral,"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum .",18
neutral,"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",40
neutral,"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",42
neutral,"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn .",23
neutral,"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",21
neutral,"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , is acquiring the manufacturing unit of the TVS Electronic Ltd at Tumkur , near Bangalore , for Rs40 crore .",35
neutral,Inha Works has invested in its product development and market research .,12
neutral,"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .",25
neutral,"It grew in Finland , Norway , Denmark and the Baltic countries .",13
neutral,It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,20
neutral,"It is being developed by Symbian , the software licensing consortium led by Nokia .",15
neutral,It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .,23
neutral,It is the first application in the market for invoice and purchase requisition approval with a mobile device .,19
neutral,"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",23
neutral,It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .,25
neutral,Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,15
neutral,J+�rvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,13
neutral,"Karachi , Sept. 14 -- Ixonos , a world leader in the development and integration of solutions for handheld devices , announced that it is implementing a touch screen mobile user interface solution for the Intel Atom processor Z6xx based smartphones .",42
neutral,Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .,28
neutral,"Kemira 's R&D organization comprises approximately 750 people , the company said .",13
negative,"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",17
neutral,L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,20
neutral,"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",23
neutral,"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .",23
positive,Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,14
neutral,"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",33
positive,Lemcon has also signed a pre-contract for the purchase of the park 's entire 130-hectare site .,17
neutral,Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .,21
neutral,"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",28
neutral,"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .",34
neutral,"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans",38
neutral,M+�kel+� is demanding a new Board for the company as well as discussions on the merger of Alma media and media company Talentum .,24
neutral,Marathon estimates the value of its remaining stake in Protalix at $ 27 million .,15
neutral,Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .,23
neutral,Marimekko is considering further measures in the matter .,9
neutral,Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,14
neutral,"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",28
neutral,"Moreover , Konecranes and Kito intend to transfer the hoist distribution business of Konecranes ' Japanese joint venture MHS Konecranes to Kito .",23
neutral,"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",19
neutral,"Most of the new substations support EDGE technology , which enables faster data traffic .",15
neutral,"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles .",27
neutral,"Most recently , he founded Virent Energy Systems , Inc. , an 80 person catalytic biofuels company , where , as president and CEO , he led the company through multiple financings , defined the company 's market strategy , and secured the company 's first customers .",48
neutral,"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .",35
neutral,"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .",41
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,23
neutral,Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,16
neutral,Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .,26
neutral,Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,22
neutral,"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results .",34
neutral,"M-real Corporation Stock Exchange Announcement 29 September 2006 at 4.15 p.m. Kyro Corporation and M-real Corporation , a Metsaliitto Group subsidiary , have agreed on an arrangement which gives M-real option to purchase the Kyroskoski natural gas powerplant from Kyro .",41
neutral,M-real plans to discontinue production of standard coated fine paper in the Hallein and Gohrsm++hle mills .,17
neutral,Neste Oil will offer outplacement services to the 111 employees to be reduced .,14
neutral,News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists .,26
neutral,Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,21
neutral,No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,17
neutral,No financial details of the deployment were disclosed .,9
neutral,No financial or pricing details were disclosed .,8
neutral,No planned closing date was provided .,7
neutral,No service pricing details were disclosed .,7
neutral,"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",20
neutral,Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,14
neutral,Nordea will coordinate the syndicated loan .,7
neutral,Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,18
neutral,N-Viro operates processing facilities independently as well as in partnership with municipalities .,13
neutral,"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA .",32
neutral,"Okmetic has a global customer base and sales network , production plants in Finland and the US and contract manufacturers in Japan and China .",25
neutral,"On preliminary estimate , the hotel will operate under the brand Novotel .",13
neutral,One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .,25
neutral,"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",22
neutral,OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,24
neutral,"Our customers include companies in the energy and process industry sectors , in particular .",15
neutral,"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",16
neutral,Our tools are specifically designed with the needs of both the business users and ICT experts in mind .,19
neutral,"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",28
neutral,"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .",20
neutral,"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .",31
neutral,"Panostaja Plc today acquired the entire share capital of Suomen Graafiset Palvelut Ltd , a provider of printing services .",20
neutral,"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",39
negative,"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur .",34
neutral,Part of the reductions will be made through retirement arrangements .,11
neutral,"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",24
neutral,"pct lower at 4,442.10 .",5
neutral,Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .,23
neutral,Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,21
neutral,Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,21
neutral,"Previously , it projected the figure to be slightly lower than in 2009 .",14
neutral,"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",19
neutral,Profit after taxes totaled EUR 12.1 mn .,8
neutral,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,28
neutral,"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",24
neutral,Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,11
neutral,Rihko said the sale will enable the company to concentrate on its grain-based business .,15
neutral,Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,20
neutral,RIM has revamped the BlackBerry OS UI with the 6.0 version of the mobile operating system .,17
neutral,Rimi supermarket is the key customer in Magistral center .,10
neutral,"Rimvesta is now controlled by the Estonian-owned real estate development company ELL Nekilnojamas Turtas , which a member of Merko , the largest construction group in the Baltic countries .",30
neutral,"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .",28
neutral,"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .",22
neutral,Rosa is one of the best-known Duckburg illustrators .,9
neutral,RSA 's shares closed at 156.9 p at the time of going to press .,15
neutral,Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,13
neutral,Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,14
neutral,"'s Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct. 10 , becoming the sixth company to list on that exchange this year , the company said Friday .",34
positive,"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex .",40
neutral,"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .",22
